# Trouble in Terrorist Town weapon/ammo placement overrides
# For map: de_westwood
# Exported by: Willdy
setting:	replacespawns 1
weapon_zm_revolver	-267.7645 1853.5209 -63.7539	-13.122 91.574 3.035
weapon_zm_revolver	-263.9018 1466.3029 -81.9491	-14.392 92.540 6.014
weapon_zm_revolver	-90.1101 1466.2241 -88.7974	-21.583 93.607 6.879
weapon_zm_revolver	-79.9104 1598.7356 -86.1815	-17.765 91.793 3.149
weapon_zm_revolver	-92.0776 1847.0651 -92.7189	1.024 89.143 -0.921
weapon_zm_revolver	-266.1006 1231.4240 -78.0356	2.407 -20.240 -85.516
weapon_zm_revolver	-224.8282 971.5237 -81.3835	1.438 -70.840 -85.840
ttt_random_weapon	2447.8513 184.3392 -126.7883	1.721 5.718 -93.043
ttt_random_weapon	2451.6621 152.8648 -126.7862	1.698 5.717 -93.090
ttt_random_weapon	2455.9285 120.6274 -126.7520	1.332 1.023 -93.840
ttt_random_weapon	2413.1465 116.3023 -126.8218	2.076 5.700 -92.312
ttt_random_weapon	2408.9490 140.7156 -126.8020	1.866 5.710 -92.745
ttt_random_weapon	2409.2813 172.1155 -126.7906	1.745 5.717 -92.993
ttt_random_weapon	2371.7720 165.5720 -126.8383	2.251 5.678 -91.951
ttt_random_weapon	2374.3047 129.9303 -126.7773	1.602 5.720 -93.285
ttt_random_weapon	2375.6707 109.9586 -126.8102	1.953 5.706 -92.566
item_ammo_smg1_ttt	1797.5455 353.1556 -45.5248	0.218 -92.203 -0.002
item_ammo_smg1_ttt	1796.2759 339.8048 -45.5248	0.218 -93.963 -0.002
item_ammo_smg1_ttt	1800.0830 313.2864 -45.5248	0.218 -92.643 -0.002
item_ammo_smg1_ttt	1799.7935 302.1632 -45.5248	0.218 -92.643 -0.002
item_ammo_smg1_ttt	1799.4778 291.4420 -45.5248	0.218 -97.043 -0.002
item_ammo_smg1_ttt	1797.7963 274.6531 -45.5248	0.218 -94.403 -0.002
item_ammo_smg1_ttt	1796.9784 265.9148 -45.5248	0.218 -93.963 -0.002
item_ammo_smg1_ttt	1793.1671 255.2063 -45.5248	0.218 -90.223 -0.002
item_ammo_smg1_ttt	1790.3986 246.7461 -45.5248	0.218 -96.823 -0.002
item_ammo_smg1_ttt	1787.0267 357.4501 -77.5667	0.218 -89.123 -0.002
item_ammo_smg1_ttt	1787.4822 344.5934 -77.5666	0.218 -89.123 -0.002
item_ammo_smg1_ttt	1788.8306 306.5515 -77.5667	0.218 -89.123 -0.002
item_ammo_smg1_ttt	1789.2246 295.4316 -77.5667	0.218 -89.123 -0.002
item_ammo_smg1_ttt	1790.3762 265.8929 -77.5667	0.218 -88.903 -0.002
item_ammo_smg1_ttt	1791.1342 246.5945 -77.5667	0.218 -88.903 -0.002
item_ammo_smg1_ttt	1846.7975 87.7208 -64.4534	0.218 163.957 -0.002
item_ammo_smg1_ttt	1501.9077 -862.4629 -71.5300	-0.306 101.332 0.113
item_ammo_smg1_ttt	1499.2166 -832.5145 -71.5318	0.022 -149.222 0.029
item_ammo_smg1_ttt	1394.4950 -760.2539 -71.4718	-0.516 -93.954 0.585
item_ammo_smg1_ttt	303.1534 -119.5929 -87.4940	0.089 -32.942 -0.164
item_ammo_smg1_ttt	310.5963 -153.1892 -87.5420	0.098 -46.734 0.073
weapon_zm_shotgun	738.9735 1381.9042 -75.5297	-0.506 -18.282 -84.940
weapon_zm_shotgun	1827.2124 232.5079 -63.3467	-0.228 97.767 83.716
weapon_zm_shotgun	1842.8993 235.7920 -63.5706	-1.035 103.746 -89.541
weapon_zm_shotgun	833.6175 -667.8823 129.0079	-0.432 -9.321 -83.967
weapon_zm_shotgun	881.4442 -794.3660 129.0318	-0.457 -9.299 -84.886
weapon_zm_shotgun	288.5569 -858.7996 -110.9682	-0.457 109.721 -84.886
weapon_zm_shotgun	288.5672 -772.7031 -110.9682	-0.457 59.451 -84.886
weapon_zm_shotgun	455.2266 -873.9383 -30.9682	-0.457 -178.559 -84.886
weapon_zm_shotgun	455.6816 -862.6784 -30.9682	-0.457 -178.999 -84.886
weapon_zm_shotgun	455.9619 -851.6179 -31.0030	-0.135 -179.687 -83.776
weapon_ttt_m16	587.2628 742.4564 64.6524	1.736 -19.943 85.048
weapon_ttt_m16	1952.7150 184.9397 -63.4322	2.017 -60.616 84.933
weapon_zm_molotov	600.1671 1456.4868 -106.0260	0.735 0.010 -0.463
weapon_zm_molotov	601.8856 1437.0802 -105.9221	1.646 -0.108 -1.708
weapon_zm_molotov	580.7775 1438.5808 -106.0282	0.629 0.008 -0.342
weapon_zm_molotov	582.7390 1454.5865 -105.9458	2.325 -0.120 -2.419
weapon_zm_molotov	590.9874 1426.0472 -105.9206	1.595 -0.109 -1.652
weapon_zm_molotov	588.0283 1466.3840 -105.9576	2.601 -0.122 -2.699
weapon_zm_molotov	245.7531 -225.5610 -59.4002	2.311 -0.126 -2.378
weapon_zm_molotov	265.9044 -214.5049 -59.4709	0.843 0.011 -0.604
weapon_zm_molotov	285.4546 -231.9004 -59.3986	2.283 -0.125 -2.352
weapon_zm_sledge	987.9638 211.1596 68.4315	18.609 0.197 2.838
weapon_zm_sledge	1360.0542 53.0780 68.4232	18.538 0.197 2.850
weapon_zm_sledge	1434.9601 -599.3576 28.4255	18.554 0.202 2.857
weapon_zm_sledge	803.3040 -822.8897 12.4336	18.628 0.195 2.832
weapon_zm_sledge	60.1231 -624.1036 132.3716	18.319 -0.724 3.440
weapon_zm_sledge	-47.0283 -503.9077 132.3862	18.210 -0.826 2.930
item_box_buckshot_ttt	751.3090 1369.3910 -76.0901	-0.927 134.441 -0.004
item_box_buckshot_ttt	1905.5662 353.0277 -103.6071	0.183 -89.903 -0.165
item_box_buckshot_ttt	1905.6005 340.8309 -103.6071	0.183 -90.233 -0.165
item_box_buckshot_ttt	1905.3979 329.9094 -103.6071	0.183 -90.453 -0.165
item_box_buckshot_ttt	1905.9310 318.2418 -103.6071	0.183 -91.333 -0.165
item_box_buckshot_ttt	1917.7061 318.3054 -103.6071	0.183 -89.353 -0.165
item_box_buckshot_ttt	1917.0833 335.1883 -103.6071	0.183 -88.693 -0.165
item_box_buckshot_ttt	1917.0051 352.6982 -103.6071	0.183 -88.473 -0.165
item_box_buckshot_ttt	1929.2600 343.6093 -103.6071	0.183 -90.893 -0.165
item_box_buckshot_ttt	1928.5796 326.0790 -103.6071	0.183 -91.113 -0.165
item_box_buckshot_ttt	1939.2518 338.2129 -103.6071	0.183 -96.173 -0.165
item_box_buckshot_ttt	1895.0737 323.0214 -103.6071	0.183 -89.133 -0.165
item_box_buckshot_ttt	1894.2618 340.4490 -103.6071	0.183 -88.473 -0.165
item_box_buckshot_ttt	1892.5524 362.5783 -103.6071	0.183 -87.593 -0.165
item_box_buckshot_ttt	1883.4485 349.2332 -103.6071	0.183 -83.413 -0.165
item_box_buckshot_ttt	1883.9036 331.1163 -103.6071	0.183 -82.973 -0.165
item_box_buckshot_ttt	1870.1399 340.2213 -103.6936	0.183 -76.593 -0.172
item_box_buckshot_ttt	884.8473 -736.9150 128.5049	-0.131 -161.910 0.006
item_box_buckshot_ttt	814.1172 -698.2930 128.5049	-0.131 -133.969 0.006
item_box_buckshot_ttt	822.1743 -829.1385 128.5049	-0.131 116.031 0.006
item_box_buckshot_ttt	776.9879 -782.7488 128.5049	-0.131 65.431 0.006
item_box_buckshot_ttt	758.5889 -632.2381 128.5049	-0.131 -34.230 0.006
item_box_buckshot_ttt	927.9866 -625.4252 128.5049	-0.131 -108.370 0.006
item_box_buckshot_ttt	971.1167 -816.3446 128.5049	-0.131 154.390 0.006
item_box_buckshot_ttt	978.4117 -731.9178 128.5049	-0.131 -166.010 0.006
item_box_buckshot_ttt	894.2560 -860.6872 128.5049	-0.131 114.050 0.006
item_box_buckshot_ttt	281.3469 -809.8298 -111.5443	-0.772 -117.084 0.129
item_box_buckshot_ttt	304.3482 -846.2862 -111.5443	-0.772 -27.984 0.129
item_box_buckshot_ttt	303.7082 -788.9713 -111.5443	-0.772 -101.904 0.129
item_box_buckshot_ttt	280.7057 -746.1401 -111.5443	-0.772 -176.704 0.129
ttt_random_ammo	2337.7065 215.2748 -127.6223	0.293 0.003 0.191
ttt_random_ammo	2361.4995 229.3367 -127.6519	0.339 0.003 0.274
ttt_random_ammo	2359.5444 204.4389 -127.6109	0.309 0.003 0.116
ttt_random_ammo	2376.9246 211.1083 -127.6094	0.317 0.003 0.100
ttt_random_ammo	2397.7515 213.0299 -127.6313	0.301 0.003 0.224
ttt_random_ammo	2376.5417 237.3532 -125.3608	89.315 -164.840 4.212
ttt_random_ammo	2412.4387 315.5663 -125.2579	0.578 -36.898 90.090
ttt_random_ammo	2408.6382 220.5553 -127.6610	0.359 0.003 0.293
ttt_random_ammo	2436.2715 222.9169 -127.6001	0.431 0.003 -0.087
ttt_random_ammo	2451.4185 249.4208 -127.6332	0.304 0.003 0.230
ttt_random_ammo	2458.9990 227.2189 -127.6013	0.405 0.003 -0.049
weapon_zm_mac10	1661.1423 317.4470 -76.8138	-0.120 -44.431 -88.599
weapon_zm_mac10	1659.1952 229.4203 -76.8390	-0.507 -49.721 -87.581
weapon_zm_mac10	1662.3972 269.9405 -76.7499	0.096 -45.783 -87.783
weapon_zm_mac10	1322.0553 -867.3074 -81.9092	-0.583 -47.068 -88.886
weapon_zm_mac10	1279.4532 -591.7291 -111.1749	-0.751 -13.274 87.634
weapon_zm_mac10	1281.8063 -756.1195 -81.9725	0.265 173.045 90.155
weapon_zm_mac10	277.9680 -268.8281 -62.6681	0.159 118.339 -88.546
weapon_zm_mac10	672.2507 -679.7892 -30.6644	-0.139 -14.460 -88.157
weapon_zm_mac10	-224.1732 1103.7565 -81.8504	-0.304 6.408 -88.417
item_ammo_357_ttt	-68.1265 151.6427 168.4132	0.478 8.874 0.704
item_ammo_357_ttt	-243.8642 334.5450 128.4437	0.305 54.464 -0.250
item_ammo_357_ttt	-74.8545 595.7546 80.4059	0.478 -9.167 0.794
item_ammo_357_ttt	-77.0385 1055.0624 136.4324	0.478 -7.332 0.467
item_ammo_357_ttt	467.9644 745.9440 24.4352	0.617 -14.449 0.520
item_ammo_357_ttt	528.8702 360.6301 40.4377	1.164 -72.598 0.365
item_ammo_357_ttt	527.0596 343.2683 40.4377	1.164 -81.618 0.365
item_ammo_357_ttt	507.4822 356.4550 40.3793	0.537 -75.298 0.548
item_ammo_357_ttt	508.2452 340.7737 40.3759	0.645 -84.871 0.029
item_ammo_357_ttt	487.6016 351.0972 40.4092	0.794 -82.692 0.263
item_ammo_357_ttt	489.4726 336.0979 40.3653	0.412 -98.557 -0.153
item_ammo_357_ttt	467.3536 346.1553 40.4377	1.164 -98.778 0.365
item_ammo_357_ttt	469.9464 364.3864 40.4377	1.164 -79.858 0.365
item_ammo_357_ttt	496.1695 370.9467 40.4377	1.164 -69.078 0.365
item_ammo_357_ttt	480.8105 382.1763 40.4377	1.164 -59.838 0.365
item_ammo_357_ttt	2333.0647 78.3458 136.4371	-0.176 -19.949 -0.000
item_ammo_357_ttt	2450.1011 240.6437 136.4371	-0.176 -50.750 -0.000
item_ammo_357_ttt	2334.4529 216.3829 136.4371	-0.176 -69.009 -0.000
item_ammo_357_ttt	37.5184 1014.4983 26.3192	0.478 45.908 0.467
item_ammo_357_ttt	26.0516 1042.9962 29.1281	0.478 23.248 0.467
item_ammo_357_ttt	23.9193 1068.1527 29.3040	0.478 -1.612 0.467
item_ammo_357_ttt	70.0880 1184.0408 16.3404	0.478 -103.692 0.467
item_ammo_357_ttt	49.0871 1179.9104 21.8239	0.478 -62.332 0.467
item_ammo_357_ttt	35.5121 1156.7241 25.7869	0.478 -18.332 0.467
item_ammo_357_ttt	40.0813 1127.8965 25.0938	0.478 21.928 0.467
item_ammo_357_ttt	54.3919 1116.2388 21.4843	0.478 45.248 0.467
item_ammo_357_ttt	78.3369 1109.9269 15.2501	0.478 75.608 0.467
item_ammo_357_ttt	63.5597 1237.2689 19.0585	0.478 54.489 0.467
item_ammo_357_ttt	39.6506 1256.6724 25.6776	0.478 44.368 0.467
item_ammo_357_ttt	31.5943 1282.4382 27.2242	0.478 5.648 0.467
item_ammo_357_ttt	38.9029 1318.1914 24.7473	0.478 -26.912 0.467
item_ammo_357_ttt	2197.5889 -554.9385 192.4212	1.511 -89.048 0.042
item_ammo_357_ttt	1328.1725 -627.8346 184.4302	0.478 162.579 0.494
item_ammo_357_ttt	678.8458 -726.7664 -31.5644	1.235 12.799 0.050
item_ammo_357_ttt	612.4832 469.4640 176.4276	0.478 -7.215 0.526
item_ammo_357_ttt	684.9761 98.8934 176.4686	0.674 -3.109 0.116
item_ammo_357_ttt	735.5062 833.3687 168.7726	-9.793 126.946 -8.407
item_ammo_357_ttt	659.6047 902.1527 166.8737	-11.835 -113.460 5.893
item_ammo_357_ttt	1081.7146 -528.4766 29.1322	-0.228 3.171 -90.585
item_ammo_357_ttt	-139.3312 1338.1738 10.4827	-3.644 -6.309 -23.218
item_ammo_357_ttt	-143.5589 1329.2158 8.4406	0.831 -1.095 -0.039
item_ammo_357_ttt	-154.1296 1332.9420 13.6474	-43.579 165.569 180.000
item_ammo_357_ttt	-92.9710 447.6507 80.4092	0.759 -18.341 0.592
item_ammo_357_ttt	-232.1254 344.7769 128.4434	1.076 -61.029 0.056
item_ammo_357_ttt	-240.4899 353.2488 131.2671	88.497 -113.690 -0.000
item_ammo_revolver_ttt	1669.8297 281.3637 -45.6545	1.111 -89.966 0.046
item_ammo_revolver_ttt	1668.8573 271.7844 -45.6545	1.111 -83.586 0.046
item_ammo_revolver_ttt	1655.2278 264.5919 -45.6545	1.111 -89.306 0.046
item_ammo_revolver_ttt	1655.9568 254.6015 -45.6545	1.111 -75.006 0.046
item_ammo_revolver_ttt	-256.6713 1597.8096 -91.3733	-1.631 1.173 -0.284
item_ammo_revolver_ttt	-263.0261 1721.4142 -111.5399	0.618 -22.427 0.339
item_ammo_revolver_ttt	-262.0591 1855.0378 -106.5820	-0.029 22.132 0.102
item_ammo_revolver_ttt	-90.0154 1852.7590 -108.6030	89.414 -55.869 -54.957
item_ammo_revolver_ttt	-72.8919 1602.5763 -106.4097	82.444 -132.904 -83.318
item_ammo_revolver_ttt	-77.9168 1471.3691 -105.3290	82.474 -143.259 -176.258
item_ammo_revolver_ttt	-258.7185 1469.0895 -106.6964	1.427 -10.815 4.950
item_ammo_revolver_ttt	-102.9623 1729.4618 -91.3633	1.935 1.161 0.030
item_ammo_revolver_ttt	-219.4053 1107.7141 -80.7367	0.211 1.343 3.667
item_ammo_revolver_ttt	-167.5321 1172.8096 -111.5594	0.566 -177.772 -0.100
item_ammo_revolver_ttt	-167.9846 1186.4482 -111.5383	0.464 -178.228 0.072
item_ammo_revolver_ttt	-175.7404 1171.8555 -111.5686	1.055 -177.564 0.045
item_ammo_revolver_ttt	-176.2489 1185.5310 -111.6011	0.441 -178.034 -0.073
item_ammo_revolver_ttt	-183.0218 1171.3611 -111.5709	0.745 -176.905 -0.183
item_ammo_revolver_ttt	-183.6874 1185.0299 -111.6067	0.438 -177.374 -0.078
item_ammo_revolver_ttt	-190.3199 1170.5531 -111.6104	1.151 -176.464 0.482
item_ammo_revolver_ttt	-191.0774 1184.2075 -111.6153	0.434 -176.934 -0.087
item_ammo_revolver_ttt	-198.3470 1169.7271 -111.5632	0.399 -175.589 -0.341
item_ammo_revolver_ttt	-199.3255 1183.3763 -111.5930	0.445 -176.054 -0.064
item_ammo_revolver_ttt	-268.9517 1201.5000 -111.5677	0.883 -91.763 -0.062
item_ammo_revolver_ttt	-282.6274 1201.9976 -111.6000	0.442 -92.234 -0.072
item_ammo_revolver_ttt	-268.7850 1192.6278 -111.5630	1.764 -91.539 0.811
item_ammo_revolver_ttt	-282.4550 1193.0800 -111.5670	0.459 -92.013 -0.038
item_ammo_revolver_ttt	-268.4843 1183.0214 -111.6135	1.333 -91.316 0.627
item_ammo_revolver_ttt	-282.1581 1183.4183 -111.6153	0.434 -91.794 -0.087
item_ammo_revolver_ttt	-268.2899 1175.7302 -111.5982	0.986 -91.099 0.123
item_ammo_revolver_ttt	-281.9706 1176.0696 -111.6234	0.429 -91.575 -0.095
ttt_playerspawn	2462.2798 -180.6406 -127.6106	-0.032 -0.000 0.032
ttt_playerspawn	925.1992 -713.7834 128.4358	0.000 -84.462 -0.204
ttt_playerspawn	1277.5712 -696.5770 184.4228	-0.027 -0.000 0.027
ttt_playerspawn	2172.6638 -755.5049 368.3870	-0.045 -0.000 0.045
ttt_playerspawn	2048.0872 -725.2167 193.5811	-0.074 -174.274 -3.518
ttt_playerspawn	-215.6710 -686.7031 128.4002	-0.034 -0.000 0.034
ttt_playerspawn	-234.8865 135.7714 168.4998	0.240 91.043 0.240
ttt_playerspawn	-241.1758 1063.9479 136.3908	-0.038 -0.000 0.038
ttt_playerspawn	-294.6381 1036.5939 -111.5820	-0.028 -0.000 0.028
ttt_playerspawn	743.4526 424.3033 176.4199	-0.037 -54.333 -0.291
ttt_playerspawn	1603.0271 277.5669 -103.5796	0.027 0.000 0.027
ttt_playerspawn	1889.7001 207.3839 -103.5749	-0.026 -0.000 0.026
ttt_playerspawn	1477.0415 119.5213 -127.5818	-0.023 -0.000 0.023
ttt_playerspawn	1385.8541 261.1644 -111.5983	-0.034 -0.000 0.034
ttt_playerspawn	1365.7057 71.2791 -110.9477	0.167 -118.217 -1.638
ttt_playerspawn	986.7769 47.1357 64.4251	-0.026 -0.000 0.026
ttt_playerspawn	603.3673 232.0776 42.8604	-2.931 -0.536 4.769
ttt_playerspawn	-215.5992 149.2674 -75.0514	-0.027 -1.774 -0.014
ttt_playerspawn	-291.6279 800.3069 -127.5457	0.145 -17.224 0.000
ttt_playerspawn	774.7111 968.7581 -111.5808	-0.028 -0.000 0.028
ttt_playerspawn	594.3256 822.5762 24.4167	-0.029 -0.000 0.029
ttt_playerspawn	242.8586 1577.3148 -127.6041	-0.030 -0.000 0.030
ttt_playerspawn	318.2049 214.0382 -127.6487	0.029 -78.621 0.049
ttt_playerspawn	1761.6450 169.3739 128.4919	-0.068 104.230 0.266
ttt_playerspawn	987.4548 298.8470 -111.5002	-0.108 -42.963 0.108
ttt_playerspawn	1098.2766 -773.8105 -111.6013	-0.035 -0.000 0.035
ttt_playerspawn	-319.1182 -713.1804 -111.4464	0.003 114.802 0.766
weapon_zm_rifle	-72.1674 419.8957 81.2023	0.538 134.156 -87.366
weapon_zm_rifle	-82.9037 614.0993 81.4075	3.286 10.334 65.999
weapon_zm_rifle	-95.0200 1070.2014 137.4075	3.286 11.636 65.996
weapon_zm_rifle	-83.4537 125.2931 169.3726	3.109 11.468 65.847
weapon_zm_rifle	490.8247 742.3785 25.3191	3.307 11.755 64.974
weapon_zm_rifle	484.6680 346.3554 42.2364	4.083 13.561 77.410
weapon_zm_rifle	606.0605 136.7809 41.3721	3.411 19.069 66.843
weapon_zm_rifle	580.4825 328.4923 41.4065	3.276 -9.222 66.107
weapon_zm_rifle	474.5910 453.9711 41.3337	3.272 10.834 64.778
weapon_zm_rifle	611.4482 251.4170 43.5653	4.262 -85.006 94.170
weapon_zm_rifle	1921.3212 226.0422 -102.6103	3.335 110.609 65.440
weapon_zm_rifle	2323.4861 98.9273 137.2992	0.259 -38.950 -88.932
weapon_zm_rifle	2326.1758 235.2559 137.2992	0.259 15.030 -88.932
weapon_zm_rifle	2469.0710 236.5342 137.2992	0.259 -73.190 -88.932
weapon_zm_rifle	62.7681 1046.3497 18.7890	3.286 29.676 65.996
weapon_zm_rifle	65.3291 1289.4890 20.0861	3.286 -118.604 65.996
weapon_zm_rifle	73.8502 1151.1758 18.2567	3.286 -170.745 65.996
weapon_zm_rifle	2198.9741 -574.3851 193.4002	3.300 11.897 66.243
weapon_zm_rifle	1307.1270 -639.3152 185.2802	0.254 -5.581 -89.299
weapon_zm_rifle	687.8994 -745.0554 -30.6209	3.478 79.398 66.125
weapon_zm_rifle	634.0960 467.2481 177.3899	3.221 12.065 65.610
weapon_zm_rifle	705.7630 98.4527 177.3255	3.082 9.494 65.303
weapon_zm_rifle	659.7058 917.8902 163.9758	6.603 13.076 52.512
weapon_zm_rifle	716.2119 820.6544 170.0742	-1.770 8.197 136.943
weapon_zm_rifle	1068.8457 -532.7072 25.3749	3.458 11.360 66.439
weapon_zm_rifle	-131.5037 1338.1700 9.3789	3.145 12.326 65.772
weapon_ttt_smokegrenade	265.1550 -305.7220 -59.4640	2.382 -0.004 -2.313
weapon_ttt_smokegrenade	286.6749 -280.7018 -59.4015	2.345 -0.127 -2.413
weapon_ttt_smokegrenade	259.5718 -283.4088 -59.4868	0.344 0.002 -0.026
weapon_ttt_smokegrenade	219.4785 -304.1357 -59.4065	2.496 -0.128 -2.573
weapon_ttt_smokegrenade	265.7577 -231.2634 -59.4709	0.843 0.011 -0.604
weapon_ttt_confgrenade	528.0322 1569.6704 -90.0022	0.103 -0.654 -1.460
weapon_ttt_confgrenade	536.4686 1575.7413 -90.0110	1.789 0.250 -0.565
weapon_ttt_confgrenade	541.6770 1566.8624 -89.9721	1.012 0.245 0.804
weapon_ttt_confgrenade	98.2711 1153.7329 10.6987	-66.523 -145.132 84.760
weapon_ttt_confgrenade	552.1791 1576.0215 -90.0016	1.411 0.257 1.121
weapon_ttt_confgrenade	560.0663 1566.4215 -90.0033	1.432 0.258 1.138
weapon_ttt_confgrenade	263.7583 -246.4276 -60.4683	1.861 0.232 -0.555
weapon_ttt_confgrenade	279.3475 -242.6842 -60.4473	1.529 0.223 -0.456
weapon_ttt_confgrenade	243.2179 -268.7754 -60.4776	2.007 0.219 -0.599
