# Trouble in Terrorist Town weapon/ammo placement overrides
# For map: ttt_bank_b1
# Exported by: NinjaTuna
setting:	replacespawns 1
ttt_random_weapon	-379.8880 813.4890 -686.6270	0.000 0.000 0.000
ttt_random_weapon	-261.9920 820.2750 -621.6610	0.000 0.000 0.000
ttt_random_weapon	198.1870 1347.0400 -613.2700	0.000 0.000 0.000
ttt_random_weapon	806.7420 2691.6799 -608.8340	0.000 0.000 0.000
ttt_random_weapon	329.7650 2003.2900 -694.6270	0.000 0.000 0.000
ttt_random_weapon	1966.3900 775.6510 -246.6270	0.000 0.000 0.000
ttt_random_weapon	763.0780 2584.1699 -115.9010	0.000 0.000 0.000
weapon_ttt_tmp	678.4717 2060.3567 -63.1375	-1.345 17.748 91.437
weapon_ttt_tmp	98.4835 2311.8411 0.3654	0.073 -3.344 88.154
weapon_ttt_tmp	1483.2836 2261.1506 -32.9878	-0.663 16.389 91.817
weapon_ttt_sg550	672.9871 2332.5354 -62.3698	0.416 -10.386 -89.529
weapon_ttt_sg550	1058.1912 2348.2715 -29.7933	0.457 -12.487 -89.310
weapon_ttt_sg550	382.9215 1709.0912 -254.2943	0.375 -12.167 -91.025
item_box_buckshot_ttt	1406.3102 1646.2335 -255.5452	-0.454 -0.006 0.404
item_box_buckshot_ttt	1419.2893 1666.9235 -254.5379	-0.252 0.849 15.180
item_box_buckshot_ttt	1700.9106 1649.9265 -255.5505	-0.497 -0.007 0.441
item_box_buckshot_ttt	1532.7778 2248.9346 -255.5798	-0.786 -0.013 0.613
item_box_buckshot_ttt	1558.6772 2264.7490 -255.6650	0.386 0.004 -0.301
item_box_buckshot_ttt	1031.8398 2348.6511 -254.1985	-0.335 3.475 -15.890
item_box_buckshot_ttt	1038.9314 2355.9497 -255.5107	-0.435 3.336 0.609
item_box_buckshot_ttt	1046.4717 2357.0962 -255.5286	-0.296 0.605 0.281
item_box_buckshot_ttt	664.2756 1894.7118 -254.3877	-4.199 -13.857 -10.454
item_box_buckshot_ttt	653.4439 1893.6425 -249.5641	-58.714 161.421 179.653
item_box_buckshot_ttt	695.5883 1849.9351 -255.6448	1.039 0.001 -0.835
item_box_buckshot_ttt	743.0857 845.6671 -227.4041	89.946 -120.585 180.000
item_box_buckshot_ttt	740.9370 871.7599 -230.9126	-0.081 -14.715 -0.007
item_box_buckshot_ttt	257.9044 165.2339 -243.5716	0.041 9.753 90.053
item_box_buckshot_ttt	256.0994 178.2026 -242.8555	-0.154 5.975 -90.221
item_box_buckshot_ttt	264.1329 180.3925 -247.4875	0.005 7.170 -0.004
item_box_buckshot_ttt	1143.2753 1817.5348 -255.6282	0.765 -0.119 -0.531
item_box_buckshot_ttt	1121.7416 1819.0692 -255.6278	0.763 -0.122 -0.526
item_box_buckshot_ttt	1145.0260 1861.1366 -255.5784	-0.702 -0.006 0.628
item_box_buckshot_ttt	1121.1515 1861.5031 -255.6167	-0.558 -0.004 0.536
item_box_buckshot_ttt	252.7208 1398.8707 -63.5860	-0.764 -0.004 0.681
item_box_buckshot_ttt	230.1418 1405.1150 -63.6074	-0.943 -0.001 0.842
item_box_buckshot_ttt	813.5922 1490.5621 -63.5397	1.425 -0.095 -0.429
item_box_buckshot_ttt	747.1099 1485.4417 -63.5906	-0.800 -0.005 0.712
item_box_buckshot_ttt	1511.7061 2230.3008 -63.6558	0.612 0.003 -0.487
item_box_buckshot_ttt	1530.2568 2220.1096 -63.5985	-0.862 -0.011 0.767
weapon_ttt_ak47	837.5786 1235.5657 -254.9433	0.008 -16.213 87.257
weapon_ttt_ak47	1451.3478 1870.3123 -255.4295	-0.047 -16.140 88.069
weapon_ttt_ak47	175.4746 2118.0042 -31.6367	-0.115 7.758 -89.711
weapon_ttt_ak47	114.3893 696.3574 -63.0779	-0.205 3.441 -89.125
item_ammo_smg1_ttt	963.1611 2363.2368 -253.8835	6.158 6.326 -7.142
item_ammo_smg1_ttt	945.1567 2338.2507 -255.5777	-0.474 0.004 0.306
item_ammo_smg1_ttt	1783.3646 1657.3129 -254.5252	-9.411 5.039 -0.000
item_ammo_smg1_ttt	1815.8364 1652.8492 -242.2456	-0.355 178.945 179.997
item_ammo_smg1_ttt	485.2593 2144.1838 -225.1985	-0.406 0.014 -0.327
item_ammo_smg1_ttt	503.0026 2145.3772 -224.2543	-2.324 0.037 4.828
item_ammo_smg1_ttt	123.7475 1788.4836 -255.4411	0.359 0.921 0.270
item_ammo_smg1_ttt	126.1966 1781.7759 -241.7203	0.481 0.138 0.234
item_ammo_smg1_ttt	1000.7433 1884.9501 -255.4548	-0.139 -1.196 -0.031
item_ammo_smg1_ttt	1009.9135 1905.6808 -254.6253	-0.824 -2.144 5.154
item_ammo_smg1_ttt	950.8510 1671.1317 -61.9263	0.519 20.701 -10.759
item_ammo_smg1_ttt	961.5394 1682.3278 -57.9508	88.775 29.218 3.057
item_ammo_smg1_ttt	1060.3915 2428.2979 -61.9447	5.381 -4.271 -6.682
item_ammo_smg1_ttt	1073.4392 2424.0615 -63.5643	-0.346 -4.245 0.125
item_ammo_smg1_ttt	671.2038 2088.3237 -63.6007	0.152 -0.005 0.090
item_ammo_smg1_ttt	689.1633 2087.7161 -63.5820	0.374 -0.005 0.239
item_ammo_smg1_ttt	110.9483 2335.7744 -0.0390	-0.384 -0.021 -0.345
item_ammo_smg1_ttt	129.0261 2287.2007 -0.0330	-0.124 -0.372 0.319
item_ammo_smg1_ttt	1472.6266 2273.1309 -33.4860	-0.161 0.548 0.062
item_ammo_smg1_ttt	1473.5106 2270.8711 -19.6616	-0.161 0.417 0.264
weapon_zm_shotgun	1399.3527 1673.0890 -254.7282	-0.358 10.043 84.397
weapon_zm_shotgun	1549.3900 2241.7346 -255.0068	-0.395 -8.313 -83.545
weapon_zm_shotgun	1031.2336 2346.1335 -254.7235	-0.371 8.226 84.237
weapon_zm_shotgun	665.8830 1891.4218 -254.7451	-0.649 9.212 84.563
weapon_zm_shotgun	739.9144 859.6727 -230.3803	-0.529 -7.484 -84.766
weapon_zm_shotgun	251.5916 170.2037 -246.7447	-0.649 9.222 84.575
weapon_zm_shotgun	1119.4102 1889.9958 -254.7289	-0.310 -2.085 83.950
weapon_ttt_m16	685.9325 1754.2269 -214.8383	1.834 -8.123 85.692
weapon_ttt_m16	1241.6376 1659.3353 -224.8688	9.479 -18.152 -95.633
weapon_ttt_m16	1249.9152 1775.7064 -175.4717	1.912 -0.272 85.593
weapon_ttt_m16	1150.9728 2041.1097 -62.8009	2.004 -7.928 85.067
weapon_zm_molotov	871.0019 2374.4434 -251.4402	3.373 -0.130 -3.472
weapon_zm_molotov	132.3710 2410.4590 -59.4327	0.193 -0.214 -0.036
weapon_zm_molotov	292.3618 1806.0978 -59.4624	0.243 -0.186 -0.048
weapon_zm_rifle	166.1933 634.0889 -254.6829	3.201 18.591 64.657
weapon_zm_rifle	30.6008 2233.1526 -254.6568	3.867 6.140 65.365
weapon_zm_rifle	420.5749 956.8087 -31.3139	3.381 8.142 65.568
weapon_zm_rifle	236.8536 1823.9427 -62.7104	3.249 10.839 65.259
weapon_zm_rifle	-398.4123 898.3613 -694.5975	3.395 1.302 65.568
weapon_zm_rifle	-571.5339 1021.4888 -694.5900	3.309 10.056 65.751
weapon_zm_rifle	-909.2698 1513.0570 -254.4596	6.043 2.909 22.727
weapon_zm_rifle	810.3539 175.2835 -246.8573	0.456 -5.544 -87.914
weapon_zm_rifle	292.4642 925.2267 -223.0771	3.322 -9.228 65.716
weapon_zm_rifle	832.8282 2421.5251 -131.9170	1.455 11.586 70.624
weapon_ttt_famas	1282.4142 1769.9691 -223.3447	0.081 8.134 89.379
weapon_ttt_famas	493.8093 2277.2222 -224.2211	-0.000 -19.063 -89.239
weapon_ttt_famas	870.7637 1264.4313 -62.7964	0.000 21.594 88.356
weapon_zm_sledge	-207.6229 848.4390 -691.5748	18.513 0.794 2.986
weapon_zm_sledge	-210.2802 709.9500 -691.6132	18.211 0.873 2.975
weapon_zm_sledge	454.5431 1490.0443 -475.5668	18.588 0.398 2.953
weapon_zm_sledge	696.1505 1889.6323 -700.3625	12.456 0.210 2.206
weapon_zm_sledge	848.2373 1891.1722 -699.5619	18.664 0.301 2.836
weapon_zm_sledge	1140.9741 2401.7078 -251.7006	18.172 -0.770 2.795
weapon_zm_sledge	1538.4456 2459.8718 -59.5840	18.484 0.179 2.833
weapon_ttt_glock	469.2135 1799.5935 -63.4750	-0.840 25.756 91.833
weapon_ttt_glock	1298.9661 2479.2949 -63.4838	-0.887 25.728 92.060
weapon_ttt_glock	418.1876 1551.1410 -255.4658	-0.791 25.766 91.598
ttt_random_ammo	1616.0000 1874.0000 -223.4990	0.000 0.000 0.000
ttt_random_ammo	1616.0000 1896.0000 -223.4990	0.000 0.000 0.000
ttt_random_ammo	1616.0000 1916.0000 -223.4990	0.000 89.000 0.000
ttt_random_ammo	1616.0000 1916.0000 -196.0000	0.000 90.500 0.000
ttt_random_ammo	1616.0000 1874.0000 -196.0000	0.000 0.000 0.000
ttt_random_ammo	1616.0000 1896.0000 -196.0000	0.000 0.000 0.000
ttt_random_ammo	1616.0000 1916.0000 -246.0000	0.000 90.000 0.000
ttt_random_ammo	1616.0000 1874.0000 -246.0000	0.000 0.000 0.000
ttt_random_ammo	1616.0000 1896.0000 -246.0000	0.000 0.000 0.000
ttt_random_ammo	607.1940 2175.5701 -33.9994	0.000 0.000 0.000
ttt_random_ammo	722.4040 2217.7800 -63.9994	0.000 0.000 0.000
ttt_random_ammo	666.6640 2466.9199 -63.9994	0.000 0.000 0.000
ttt_random_ammo	507.3480 1851.0601 -63.9994	0.000 0.000 0.000
ttt_random_ammo	610.0180 1905.9399 -33.9994	0.000 0.000 0.000
ttt_random_ammo	1244.7600 1975.4800 -192.4200	0.000 0.000 0.000
ttt_random_ammo	940.4690 2448.3501 -255.9990	0.000 0.000 0.000
ttt_random_ammo	1514.0000 1648.0000 -204.0440	0.000 0.000 0.000
ttt_random_ammo	1265.6000 1650.9500 -231.3230	0.000 0.000 0.000
ttt_random_ammo	689.8270 1614.4200 -215.9990	0.000 90.000 0.000
ttt_random_ammo	685.5000 1364.9301 -215.9990	0.000 90.000 0.000
ttt_random_ammo	842.8220 1234.4399 -215.9990	0.000 180.000 0.000
ttt_random_ammo	144.1670 1899.2600 -135.0470	0.000 0.000 0.000
ttt_random_ammo	-569.5160 803.7160 -695.9990	0.000 0.000 0.000
ttt_random_ammo	-493.2740 1187.7200 -695.9990	0.000 0.000 0.000
ttt_random_ammo	-269.4540 560.4030 -695.9990	0.000 0.000 0.000
ttt_random_ammo	-327.1010 704.7800 -695.9990	0.000 0.000 0.000
ttt_random_ammo	-494.0660 890.5160 -695.9990	0.000 0.000 0.000
ttt_random_ammo	-327.5890 1047.7500 -695.9990	0.000 0.000 0.000
ttt_random_ammo	-266.8820 876.6710 -695.9990	0.000 0.000 0.000
ttt_random_ammo	-455.6830 566.2540 -695.9990	0.000 0.000 0.000
ttt_random_ammo	795.8550 2678.0300 -618.2070	0.000 0.000 0.000
ttt_random_ammo	929.5620 1551.9600 -605.2190	0.000 0.000 0.000
ttt_random_ammo	472.8960 931.9620 -695.9990	0.000 0.000 0.000
ttt_random_ammo	-86.3496 977.0100 -654.6420	0.000 0.000 0.000
ttt_random_ammo	689.9360 1924.6100 -653.2190	0.000 0.000 0.000
ttt_random_ammo	249.0570 1353.9200 -255.9990	0.000 0.000 0.000
ttt_random_ammo	546.2900 2248.2400 -225.4150	0.000 0.000 0.000
ttt_random_ammo	670.9180 2588.8101 -164.9880	0.000 98.000 0.000
ttt_random_ammo	711.8330 2560.7200 -164.3910	0.000 287.000 0.000
ttt_random_ammo	646.5530 2631.4900 -168.5630	0.000 264.000 0.000
ttt_random_ammo	625.7670 2558.6799 -165.5190	0.000 132.000 0.000
ttt_random_ammo	728.3850 2631.3401 -169.8530	0.000 242.000 0.000
ttt_random_ammo	717.5000 2588.7700 -125.2730	0.000 98.000 0.000
ttt_random_ammo	-393.8970 628.1740 -695.9990	0.000 0.000 0.000
ttt_random_ammo	-380.8470 732.1610 -631.0330	0.000 0.000 0.000
ttt_random_ammo	-532.2640 1121.5400 -631.0330	0.000 0.000 0.000
ttt_random_ammo	-555.4000 1179.5400 -695.9990	0.000 0.000 0.000
ttt_random_ammo	-247.1690 1237.6100 -695.9990	0.000 0.000 0.000
ttt_random_ammo	-312.1480 983.4920 -695.9990	0.000 0.000 0.000
ttt_random_ammo	-322.7030 815.1080 -695.9990	0.000 0.000 0.000
ttt_random_ammo	690.3750 1479.3400 -255.9990	0.000 90.000 0.000
ttt_random_ammo	-333.4070 1172.1000 -243.9990	0.000 0.000 0.000
ttt_random_ammo	1616.0000 1874.0000 -223.4990	0.000 0.000 0.000
ttt_random_ammo	1616.0000 1896.0000 -223.4990	0.000 0.000 0.000
ttt_random_ammo	1616.0000 1916.0000 -223.4990	0.000 89.000 0.000
ttt_random_ammo	1616.0000 1916.0000 -196.0000	0.000 90.500 0.000
ttt_random_ammo	1616.0000 1874.0000 -196.0000	0.000 0.000 0.000
ttt_random_ammo	1616.0000 1896.0000 -196.0000	0.000 0.000 0.000
ttt_random_ammo	1616.0000 1916.0000 -246.0000	0.000 90.000 0.000
ttt_random_ammo	1616.0000 1874.0000 -246.0000	0.000 0.000 0.000
ttt_random_ammo	1616.0000 1896.0000 -246.0000	0.000 0.000 0.000
ttt_random_ammo	607.1940 2175.5701 -33.9994	0.000 0.000 0.000
ttt_random_ammo	722.4040 2217.7800 -63.9994	0.000 0.000 0.000
ttt_random_ammo	666.6640 2466.9199 -63.9994	0.000 0.000 0.000
ttt_random_ammo	507.3480 1851.0601 -63.9994	0.000 0.000 0.000
ttt_random_ammo	610.0180 1905.9399 -33.9994	0.000 0.000 0.000
ttt_random_ammo	1244.7600 1975.4800 -192.4200	0.000 0.000 0.000
ttt_random_ammo	940.4690 2448.3501 -255.9990	0.000 0.000 0.000
ttt_random_ammo	1514.0000 1648.0000 -204.0440	0.000 0.000 0.000
ttt_random_ammo	1265.6000 1650.9500 -231.3230	0.000 0.000 0.000
ttt_random_ammo	689.8270 1614.4200 -215.9990	0.000 90.000 0.000
ttt_random_ammo	685.5000 1364.9301 -215.9990	0.000 90.000 0.000
ttt_random_ammo	842.8220 1234.4399 -215.9990	0.000 180.000 0.000
ttt_random_ammo	144.1670 1899.2600 -135.0470	0.000 0.000 0.000
ttt_random_ammo	-569.5160 803.7160 -695.9990	0.000 0.000 0.000
ttt_random_ammo	-493.2740 1187.7200 -695.9990	0.000 0.000 0.000
ttt_random_ammo	-269.4540 560.4030 -695.9990	0.000 0.000 0.000
ttt_random_ammo	-327.1010 704.7800 -695.9990	0.000 0.000 0.000
ttt_random_ammo	-494.0660 890.5160 -695.9990	0.000 0.000 0.000
ttt_random_ammo	-327.5890 1047.7500 -695.9990	0.000 0.000 0.000
ttt_random_ammo	-266.8820 876.6710 -695.9990	0.000 0.000 0.000
ttt_random_ammo	-455.6830 566.2540 -695.9990	0.000 0.000 0.000
ttt_random_ammo	795.8550 2678.0300 -618.2070	0.000 0.000 0.000
ttt_random_ammo	929.5620 1551.9600 -605.2190	0.000 0.000 0.000
ttt_random_ammo	472.8960 931.9620 -695.9990	0.000 0.000 0.000
ttt_random_ammo	-86.3496 977.0100 -654.6420	0.000 0.000 0.000
ttt_random_ammo	689.9360 1924.6100 -653.2190	0.000 0.000 0.000
ttt_random_ammo	249.0570 1353.9200 -255.9990	0.000 0.000 0.000
ttt_random_ammo	546.2900 2248.2400 -225.4150	0.000 0.000 0.000
ttt_random_ammo	670.9180 2588.8101 -164.9880	0.000 98.000 0.000
ttt_random_ammo	711.8330 2560.7200 -164.3910	0.000 287.000 0.000
ttt_random_ammo	646.5530 2631.4900 -168.5630	0.000 264.000 0.000
ttt_random_ammo	625.7670 2558.6799 -165.5190	0.000 132.000 0.000
ttt_random_ammo	728.3850 2631.3401 -169.8530	0.000 242.000 0.000
ttt_random_ammo	717.5000 2588.7700 -125.2730	0.000 98.000 0.000
ttt_random_ammo	-393.8970 628.1740 -695.9990	0.000 0.000 0.000
ttt_random_ammo	-380.8470 732.1610 -631.0330	0.000 0.000 0.000
ttt_random_ammo	-532.2640 1121.5400 -631.0330	0.000 0.000 0.000
ttt_random_ammo	-555.4000 1179.5400 -695.9990	0.000 0.000 0.000
ttt_random_ammo	-247.1690 1237.6100 -695.9990	0.000 0.000 0.000
ttt_random_ammo	-312.1480 983.4920 -695.9990	0.000 0.000 0.000
ttt_random_ammo	-322.7030 815.1080 -695.9990	0.000 0.000 0.000
ttt_random_ammo	690.3750 1479.3400 -255.9990	0.000 90.000 0.000
ttt_random_ammo	-333.4070 1172.1000 -243.9990	0.000 0.000 0.000
ttt_random_ammo	893.2595 1809.2484 -63.5089	-0.190 0.421 0.284
ttt_random_ammo	883.0027 1801.5514 -63.6577	0.046 -0.000 0.021
ttt_random_ammo	889.8861 1800.8003 -63.5230	0.989 0.068 -0.947
ttt_random_ammo	1097.0288 2456.1316 -255.6043	-0.422 -0.003 0.458
ttt_random_ammo	1105.7008 2438.4187 -255.6501	-0.052 -0.000 -0.014
ttt_random_ammo	1101.9648 2449.3228 -255.5956	-0.730 -0.007 0.834
ttt_random_ammo	1108.1469 2461.3025 -255.6121	-0.251 -0.001 0.247
ttt_random_ammo	1118.1455 2451.4141 -255.5535	-1.560 -0.040 1.888
ttt_random_ammo	1120.0304 2442.3494 -255.6479	-0.053 -0.000 -0.011
ttt_random_ammo	1133.5310 2435.6116 -255.6121	-0.250 -0.001 0.245
ttt_random_ammo	1143.1133 2439.3926 -255.5547	-1.666 -0.036 2.021
ttt_random_ammo	1143.0541 2450.9773 -255.5506	0.874 -0.142 -0.978
ttt_random_ammo	1134.3440 2453.5598 -253.3198	-1.036 5.802 -90.057
ttt_random_ammo	988.6519 1878.0197 -255.6577	0.048 -0.000 0.022
ttt_random_ammo	982.8853 1891.5085 -255.6721	0.047 -0.000 0.031
ttt_random_ammo	1007.5538 1917.5316 -252.3416	-89.763 173.417 180.000
ttt_random_ammo	1345.4271 1878.4647 -256.0106	-0.016 1.358 0.083
ttt_random_ammo	1346.3701 1900.7325 -256.0131	-0.004 -1.172 -0.033
ttt_random_ammo	1093.6078 1842.9901 -703.6353	-0.072 -0.000 0.019
ttt_random_ammo	1135.8732 1826.6022 -703.5552	-1.171 -0.002 0.615
ttt_random_ammo	1166.3947 1827.8624 -703.5309	-0.885 -0.024 1.074
ttt_random_ammo	175.3589 1053.3492 -695.6747	0.046 -0.000 0.032
ttt_random_ammo	190.2750 980.6432 -695.6696	0.046 -0.000 0.029
ttt_random_ammo	641.6434 870.7874 -689.4149	-1.769 2.736 -0.767
ttt_random_ammo	-179.2189 826.0156 -695.5117	0.795 4.280 -0.963
ttt_random_ammo	-193.8401 716.6363 -695.5195	0.289 -0.038 0.673
ttt_random_ammo	-249.8265 857.0564 -693.3171	-0.720 -8.499 -89.988
ttt_random_ammo	-295.6740 884.4552 -695.5234	-0.933 -2.361 -0.474
ttt_random_ammo	-270.1358 944.2023 -571.5349	-0.194 -1.153 -0.014
ttt_random_ammo	-264.1531 945.5346 -571.5242	-0.214 -2.895 0.174
ttt_random_ammo	-288.9929 943.0098 -569.2455	89.932 -68.596 -65.960
ttt_random_ammo	-390.1699 942.1242 -695.6647	0.047 0.000 -0.027
ttt_random_ammo	-403.6989 927.8178 -695.5159	1.483 -0.017 1.797
