# Trouble in Terrorist Town weapon/ammo placement overrides
# For map: ttt_camel_v1
# Exported by: NinjaTuna
setting:	replacespawns 1
weapon_zm_revolver	-574.7279 -172.0955 137.8714	2.186 -18.905 -84.033
weapon_zm_revolver	317.8376 -2804.5234 9.9152	2.442 -20.370 -83.801
weapon_zm_revolver	-617.0624 -1705.7319 -231.5081	-0.104 -24.111 -93.399
weapon_zm_revolver	-174.9226 -1216.9247 -225.0035	3.279 -18.921 -82.165
weapon_zm_revolver	-139.6434 -1228.9054 -225.5765	3.327 -18.821 -81.407
weapon_zm_revolver	-164.9964 -1194.5908 -224.7573	0.990 -20.068 -88.849
weapon_zm_revolver	-513.8303 1363.0471 60.3125	2.768 -20.329 -83.924
weapon_zm_revolver	-511.9691 1397.0181 60.2866	2.382 -18.774 -84.085
weapon_zm_revolver	-510.4997 1477.1260 60.2200	2.007 -19.224 -83.780
weapon_zm_revolver	-509.2375 1537.3090 60.1744	1.686 -21.414 -83.233
weapon_zm_revolver	-508.4496 1583.5773 60.2676	2.764 -32.678 -83.549
weapon_zm_revolver	-509.6792 1633.3885 60.2463	2.077 -20.924 -83.799
weapon_zm_revolver	-403.8871 1182.5242 40.9336	1.931 -22.961 -85.968
weapon_ttt_tmp	1290.3497 -2595.6760 1.2664	-0.063 -37.568 -88.537
weapon_ttt_tmp	-390.1867 1278.7168 40.4421	0.594 -42.218 -88.404
weapon_ttt_tmp	-682.1391 -49.3800 159.0774	0.228 -47.477 -88.072
weapon_ttt_tmp	-677.5970 -80.5902 159.0440	-0.269 -63.046 -88.083
weapon_ttt_tmp	-680.1842 -4.4203 159.0346	-0.147 -50.336 -87.843
weapon_ttt_tmp	-69.1004 -3115.7332 129.2525	-0.289 -37.697 -88.551
weapon_ttt_sg550	1223.9509 -1504.7487 -212.8656	-2.642 16.660 143.983
weapon_ttt_sg550	189.5929 394.1615 -4.0571	-2.523 -8.576 -106.181
item_box_buckshot_ttt	96.0809 -1135.7368 -228.4230	6.525 1.607 9.942
item_box_buckshot_ttt	157.6993 -1179.9092 -242.0012	1.736 2.169 13.798
item_box_buckshot_ttt	-66.0419 -440.4737 8.3380	0.449 0.004 -0.353
item_box_buckshot_ttt	-55.5689 -378.7316 8.3441	0.612 0.003 -0.486
item_box_buckshot_ttt	-53.8986 -540.4056 8.3756	0.668 -0.001 -0.454
item_box_buckshot_ttt	-61.2860 -586.4315 8.3804	-0.068 0.002 0.143
item_box_buckshot_ttt	-425.6225 -588.4546 39.5324	-0.086 -0.038 0.103
item_box_buckshot_ttt	339.3306 -3371.6699 423.5153	-0.140 -0.008 -0.128
item_box_buckshot_ttt	334.0923 -3411.6113 423.4875	-0.204 0.000 -0.187
item_box_buckshot_ttt	747.3432 -2566.7673 0.4558	-0.447 -0.006 0.396
item_box_buckshot_ttt	750.3699 -2605.8342 0.3866	-1.006 -0.011 0.896
item_box_buckshot_ttt	-226.9218 1815.0017 8.3505	0.833 0.002 -0.667
item_box_buckshot_ttt	-220.8365 1776.4803 8.3935	-0.966 -0.004 0.855
item_box_buckshot_ttt	-842.5035 1482.4636 -247.6166	-0.629 -0.005 0.596
item_box_buckshot_ttt	-833.3528 1482.1908 -247.5565	-0.545 -0.007 0.483
item_box_buckshot_ttt	-824.2365 1482.7144 -247.6199	-0.021 0.002 0.101
item_box_buckshot_ttt	-728.4042 -110.4355 153.0946	-0.781 0.002 0.677
item_box_buckshot_ttt	-727.1674 -75.2056 153.0999	0.061 -0.117 0.090
item_box_buckshot_ttt	-726.8317 -16.7189 153.1636	-0.438 0.007 0.344
item_box_buckshot_ttt	-724.9955 14.5714 153.1071	-0.785 -0.034 -0.651
item_box_buckshot_ttt	-49.0489 -891.7739 8.3411	0.527 0.003 -0.416
item_box_buckshot_ttt	-34.7734 -980.1298 8.4143	-0.978 0.003 0.765
item_box_buckshot_ttt	-26.9052 -1041.5367 8.3504	0.830 0.002 -0.664
item_box_buckshot_ttt	-24.0631 -1107.6100 8.3411	0.527 0.003 -0.417
item_box_buckshot_ttt	230.9223 -1706.6793 -85.9519	0.422 1.195 -13.471
item_box_buckshot_ttt	239.3069 -1658.2814 -97.1253	0.422 1.194 -13.471
item_box_buckshot_ttt	369.5386 -3499.5046 807.5274	0.077 -0.001 0.072
item_box_buckshot_ttt	432.6272 -3475.7886 807.5199	-0.809 0.007 -0.701
item_box_buckshot_ttt	607.9944 -3383.4280 807.5388	-0.247 0.003 -0.244
item_box_buckshot_ttt	653.9260 -3383.8511 807.4870	0.197 0.001 -0.152
weapon_ttt_ak47	1371.1248 -2332.0952 1.1708	2.164 -8.226 84.387
weapon_ttt_ak47	-203.8543 -3165.1848 129.1774	2.236 -8.225 84.440
weapon_ttt_ak47	-200.3037 -3123.9766 129.1780	2.242 -8.225 84.445
weapon_ttt_ak47	370.8130 -3246.3589 777.0594	1.803 -7.723 84.041
item_ammo_smg1_ttt	1557.2733 -2639.2844 0.5139	-0.278 0.012 -0.239
item_ammo_smg1_ttt	1542.0341 -2606.9294 0.4783	0.504 -0.001 0.217
item_ammo_smg1_ttt	-627.7040 -1795.3278 -227.8909	-1.845 0.176 -2.873
item_ammo_smg1_ttt	-596.5402 -1828.4757 -225.8168	0.721 0.224 -3.003
item_ammo_smg1_ttt	-394.7831 -295.4545 153.1487	-0.126 0.750 -0.042
item_ammo_smg1_ttt	-425.0127 -293.9290 153.1215	0.320 0.008 -0.210
item_ammo_smg1_ttt	-489.0712 -180.4451 175.7253	0.274 -0.008 0.167
item_ammo_smg1_ttt	-490.5841 -142.1559 175.7277	0.305 -0.008 0.187
item_ammo_smg1_ttt	-285.5367 1557.4729 58.8098	-0.089 0.061 0.047
item_ammo_smg1_ttt	-284.5928 1467.8746 58.8070	0.022 0.012 -0.008
item_ammo_smg1_ttt	-287.5259 1529.3145 58.7674	0.577 -0.003 0.340
item_ammo_smg1_ttt	-287.3463 1601.1453 58.8887	-0.167 0.006 -0.156
item_ammo_smg1_ttt	-873.9983 1456.7258 -247.4677	0.163 -0.017 -0.142
item_ammo_smg1_ttt	-860.9380 1457.3925 -247.4799	0.235 -0.015 -0.204
item_ammo_smg1_ttt	-848.1126 1458.3799 -247.5246	-0.562 0.066 0.258
item_ammo_smg1_ttt	-833.6631 1458.0604 -247.5911	-0.239 0.005 0.149
item_ammo_smg1_ttt	-818.3879 1457.6670 -247.4997	-0.826 0.010 -0.613
item_ammo_smg1_ttt	-847.3957 1435.8291 -247.5820	-0.376 0.005 0.241
item_ammo_smg1_ttt	1289.1470 -2618.2241 0.5208	0.224 -0.015 -0.196
item_ammo_smg1_ttt	1268.8827 -2575.6511 0.4326	-0.840 0.001 0.551
item_ammo_smg1_ttt	-684.4149 11.4828 158.2076	-0.178 -0.294 0.116
item_ammo_smg1_ttt	-684.3397 -33.3082 158.1944	0.032 -0.055 -0.003
item_ammo_smg1_ttt	-681.4921 -124.0688 158.2381	0.018 -0.338 -0.050
item_ammo_smg1_ttt	-82.5873 -3144.8330 128.4745	0.568 -0.014 0.259
item_ammo_smg1_ttt	-53.8060 -3140.0369 128.4794	0.206 0.000 0.021
weapon_zm_shotgun	118.8609 -1148.0040 -231.4088	0.207 12.075 105.718
weapon_zm_shotgun	-73.0813 -559.6694 9.0408	-0.897 -9.528 -88.603
weapon_zm_shotgun	-70.5684 -407.8140 9.0369	-0.812 -9.533 -88.018
weapon_zm_shotgun	-417.2078 -598.8130 40.3384	-0.490 8.512 84.889
weapon_zm_shotgun	329.1185 -3393.6882 424.3231	-0.419 7.663 84.249
weapon_zm_shotgun	742.8599 -2581.1973 1.2639	-0.227 8.297 83.564
weapon_zm_shotgun	-270.6795 1795.1626 9.0414	-0.909 -9.527 -88.681
weapon_zm_shotgun	-798.6961 1376.3862 -215.6926	-0.132 3.933 83.349
weapon_zm_shotgun	-799.6165 1410.5194 -215.6614	-0.399 8.919 84.331
weapon_ttt_m16	-672.1705 -340.1038 159.7513	-26.942 -1.403 89.810
weapon_ttt_m16	233.3187 -2802.1174 9.1737	2.196 -8.225 84.411
weapon_ttt_m16	655.9729 -3252.5750 424.2877	2.022 -8.935 85.270
weapon_ttt_m16	-800.0226 1436.6837 -214.5584	2.240 -5.286 -85.318
weapon_zm_molotov	139.8234 -1075.1328 4.5361	1.656 0.008 -1.495
weapon_zm_molotov	358.8825 -2401.3582 4.5039	0.272 0.003 0.094
weapon_zm_molotov	753.9609 -2395.9312 4.5091	0.305 0.002 0.046
weapon_zm_molotov	1508.0045 -2639.2983 4.5039	0.272 0.003 0.093
weapon_zm_molotov	450.4258 -3114.9768 132.5140	0.355 0.002 -0.019
weapon_zm_rifle	433.1031 -3190.2295 553.3763	3.290 13.188 65.326
weapon_zm_rifle	-397.0794 1237.7412 40.4555	3.336 5.476 65.780
weapon_zm_rifle	-277.5488 -681.7980 521.3501	3.275 13.171 64.994
weapon_zm_rifle	521.0183 -3192.1443 425.3198	3.258 13.150 64.611
weapon_ttt_famas	455.7268 -3247.8257 777.0760	1.842 -7.722 84.083
weapon_ttt_famas	543.2094 -3252.6848 777.3235	-0.072 -7.743 90.763
weapon_ttt_famas	1151.7075 542.0500 14.7117	4.653 -5.030 -69.889
weapon_ttt_famas	1163.5620 -177.9369 36.6959	-0.720 -1.854 -70.873
weapon_zm_sledge	244.3438 -2123.3418 4.4200	18.500 0.312 2.886
weapon_zm_sledge	392.4325 -3483.3474 524.4125	18.433 0.275 2.905
weapon_zm_sledge	-511.1230 1415.4640 62.8574	19.074 -2.490 3.012
weapon_zm_sledge	-621.0784 -275.0370 524.4246	18.545 0.305 2.864
weapon_zm_sledge	-656.1003 -663.9277 524.4066	18.365 0.348 2.967
weapon_zm_sledge	895.8135 -3118.2781 12.3386	18.334 0.976 3.066
weapon_zm_sledge	-568.8854 -233.0341 268.3870	18.211 -0.475 2.945
weapon_zm_sledge	-553.0545 -296.5072 268.4257	18.552 0.308 2.870
weapon_zm_sledge	179.6486 -3391.2673 652.4157	18.462 0.271 2.895
weapon_zm_sledge	26.8460 -3007.2795 780.4219	18.517 0.311 2.881
weapon_zm_sledge	156.6543 -3531.3491 780.4107	18.420 0.271 2.900
weapon_ttt_glock	-130.7637 -3147.0620 128.3072	-0.101 35.998 88.596
weapon_ttt_glock	-134.5626 1847.8121 8.3573	0.597 35.985 88.955
weapon_ttt_glock	-133.4382 1810.8308 8.4803	1.950 33.299 88.849
weapon_ttt_glock	439.1257 -1784.5769 -66.9328	-9.052 -42.845 -97.524
weapon_zm_mac10	1549.0323 -2617.6306 1.2449	-0.413 -37.743 -88.558
weapon_zm_mac10	-616.3721 -1806.2727 -226.1801	2.087 48.115 86.611
weapon_zm_mac10	-386.9819 -279.5569 154.0793	0.559 -37.208 -88.764
weapon_zm_mac10	-411.3442 -275.4747 154.0206	-0.219 -49.791 -89.489
weapon_zm_mac10	-290.4591 1625.1246 59.5094	-1.327 -32.977 -88.315
weapon_zm_mac10	-290.6166 1504.7894 59.6632	-0.135 37.854 -88.705
weapon_zm_mac10	-786.4607 1349.1104 -246.6973	0.142 45.487 -88.126
weapon_zm_mac10	-784.3215 1335.5985 -247.1076	-0.379 -81.626 87.565
item_ammo_357_ttt	406.4214 -3186.9875 552.3366	0.451 0.065 0.053
item_ammo_357_ttt	394.2825 -3186.1396 552.3481	0.454 0.062 0.049
item_ammo_357_ttt	-394.5568 1213.9108 39.5033	0.506 2.078 0.028
item_ammo_357_ttt	-395.0346 1256.6350 39.5236	0.504 6.112 0.030
item_ammo_357_ttt	527.4007 -3174.0044 424.3972	0.463 0.055 0.029
item_ammo_357_ttt	573.6959 -3172.3486 424.3730	0.391 0.031 -0.004
item_ammo_357_ttt	1240.6594 -1515.3130 -221.4480	-7.270 1.072 12.685
item_ammo_357_ttt	1224.3824 -1489.3505 -211.3109	4.883 -2.968 21.521
item_ammo_357_ttt	190.1123 379.8961 -0.7483	1.957 0.728 -18.695
item_ammo_357_ttt	115.6280 539.8309 -7.9495	-78.130 20.769 177.787
item_ammo_revolver_ttt	-829.7079 -774.1032 8.3217	0.448 0.068 0.059
item_ammo_revolver_ttt	-810.6196 -772.8282 8.3684	0.458 0.057 0.041
item_ammo_revolver_ttt	-849.2495 -738.6386 8.3684	0.458 0.057 0.041
item_ammo_revolver_ttt	-869.7079 -736.4891 8.3444	0.453 0.062 0.050
item_ammo_revolver_ttt	129.6050 -3376.2019 520.3588	0.455 0.059 0.045
item_ammo_revolver_ttt	131.1005 -3394.2942 520.3571	0.455 0.059 0.046
item_ammo_revolver_ttt	160.0663 -3378.4441 520.3500	0.454 0.061 0.049
item_ammo_revolver_ttt	92.9752 -3385.3862 520.3124	0.446 0.072 0.064
item_ammo_revolver_ttt	-877.9400 1434.8693 -247.6396	0.456 0.058 0.044
item_ammo_revolver_ttt	-863.6620 1436.8635 -247.6900	0.446 0.073 0.064
item_ammo_revolver_ttt	-830.9615 1435.2190 -247.6806	0.448 0.073 0.060
item_ammo_revolver_ttt	-814.0909 1434.6708 -247.6379	0.456 0.058 0.043
item_ammo_revolver_ttt	-563.8703 -150.8098 136.3288	0.463 0.070 0.051
item_ammo_revolver_ttt	-586.4667 -158.4571 136.3371	0.464 0.066 0.048
item_ammo_revolver_ttt	-592.4881 -179.8100 136.3942	0.470 0.057 0.028
item_ammo_revolver_ttt	-543.0052 -180.7697 136.3882	0.469 0.058 0.030
item_ammo_revolver_ttt	311.4100 -2819.4590 8.3500	0.454 0.062 0.048
item_ammo_revolver_ttt	355.9857 -2780.7764 8.4103	0.466 0.054 0.024
item_ammo_revolver_ttt	-610.1009 -1733.5919 -231.0852	-1.116 0.002 -4.364
item_ammo_revolver_ttt	-606.7135 -1658.4769 -236.6206	0.875 -0.282 -4.330
item_ammo_revolver_ttt	-135.6647 -1201.0121 -226.0223	0.518 0.207 2.516
item_ammo_revolver_ttt	-178.0445 -1205.9303 -226.0896	0.349 -0.279 2.675
item_ammo_revolver_ttt	-170.9194 -1241.3527 -227.5757	0.308 -0.237 2.736
item_ammo_revolver_ttt	-138.6577 -1249.2173 -227.9289	0.350 -0.244 2.673
ttt_playerspawn	-490.1154 1696.4933 8.3799	-0.016 0.000 0.016
ttt_playerspawn	-374.0752 1431.6732 8.3949	-0.002 -0.000 -0.002
ttt_playerspawn	-78.3225 -71.9944 8.3597	-0.017 0.000 0.017
ttt_playerspawn	-825.8915 -505.8167 8.3959	0.023 0.000 -0.023
ttt_playerspawn	-876.3033 -912.1955 8.4363	0.015 0.000 -0.015
ttt_playerspawn	46.2490 -1159.2551 0.3895	0.020 -0.000 0.020
ttt_playerspawn	-225.6743 -2833.0742 8.3663	-0.018 0.000 0.018
ttt_playerspawn	427.3942 -2822.3081 8.3587	0.033 0.000 -0.033
ttt_playerspawn	-210.6083 -2294.5488 0.4060	-0.012 0.000 0.012
ttt_playerspawn	-65.7572 -2094.0022 8.4083	0.019 0.000 -0.019
ttt_playerspawn	1512.3115 -2164.5752 8.3924	-0.014 0.000 0.014
ttt_playerspawn	1741.0680 -2828.3630 8.4336	-0.009 0.000 0.009
ttt_playerspawn	1357.9175 -2823.6013 8.4007	-0.012 0.000 0.012
ttt_playerspawn	418.3368 -3059.2881 128.3487	-0.019 0.000 0.019
ttt_playerspawn	-382.9010 1254.1285 160.4438	0.004 0.000 -0.004
ttt_playerspawn	771.6245 -2206.2151 8.3913	-0.013 0.000 0.013
ttt_playerspawn	488.4198 -3418.7358 520.4151	-0.016 0.000 0.016
ttt_playerspawn	417.3135 -3393.4661 392.3656	-0.024 0.000 0.024
ttt_playerspawn	634.3362 -3643.0635 776.3776	0.024 0.000 -0.024
ttt_playerspawn	-863.8883 1130.0719 -247.6281	-0.017 0.000 0.017
ttt_playerspawn	-804.6982 -1911.0325 -230.8033	0.194 0.939 -4.798
ttt_playerspawn	-376.2454 -44.7589 136.3841	0.008 0.000 -0.008
ttt_playerspawn	-599.5436 -575.2985 392.3740	0.017 -0.000 0.017
ttt_playerspawn	-661.2039 -54.7504 392.3720	0.029 0.000 -0.029
ttt_playerspawn	-455.0008 -16.6926 520.3395	-0.020 0.000 0.020
ttt_playerspawn	-594.4044 -69.6077 520.4457	0.012 0.000 -0.012
ttt_playerspawn	-662.4830 921.6633 8.4008	0.022 0.000 -0.022
ttt_playerspawn	-377.6729 1006.0209 8.4315	0.015 0.000 -0.015
item_ammo_rifle_ttt	1380.1158 -2376.4114 0.3727	-0.110 -0.019 -0.033
item_ammo_rifle_ttt	1382.3762 -2303.2739 0.3887	-0.096 -0.020 -0.029
item_ammo_rifle_ttt	237.8268 -2776.4668 8.3783	-0.105 -0.020 -0.032
item_ammo_rifle_ttt	231.7993 -2825.5681 8.3688	-0.114 -0.019 -0.034
item_ammo_rifle_ttt	-658.3259 -358.4957 155.6686	-0.248 -0.032 -0.093
item_ammo_rifle_ttt	-668.2950 -325.9250 155.7464	0.613 4.486 0.001
item_ammo_rifle_ttt	-875.9563 1486.1165 -247.5518	-0.271 1.133 -0.417
item_ammo_rifle_ttt	-861.9800 1486.0864 -247.5454	-0.223 1.183 -0.359
item_ammo_rifle_ttt	-851.1667 1486.2611 -247.5538	-0.228 0.735 -0.416
item_ammo_rifle_ttt	-789.0029 1391.5454 -216.4525	-0.139 0.386 0.034
item_ammo_rifle_ttt	-175.7903 -3148.8240 128.3727	-0.110 -0.019 -0.033
item_ammo_rifle_ttt	-203.7949 -3149.9888 128.3801	-0.104 -0.020 -0.031
item_ammo_rifle_ttt	-196.7062 -3190.6882 128.4461	-0.508 0.128 -0.504
item_ammo_rifle_ttt	-195.1851 -3107.5337 128.3256	-0.151 -0.018 -0.046
item_ammo_rifle_ttt	667.2524 -3273.5718 423.5374	0.035 0.014 -0.006
item_ammo_rifle_ttt	668.4388 -3226.3350 423.5043	0.100 0.007 -0.023
item_ammo_rifle_ttt	361.0832 -3217.6926 776.4625	1.468 0.201 0.240
item_ammo_rifle_ttt	399.5431 -3270.7998 776.4026	-0.084 -0.020 -0.025
item_ammo_rifle_ttt	444.8362 -3219.6086 776.3903	-0.095 -0.020 -0.029
item_ammo_rifle_ttt	470.0265 -3273.6299 776.3764	-0.107 -0.020 -0.032
item_ammo_rifle_ttt	545.3620 -3223.7922 776.3727	-0.110 -0.020 -0.033
item_ammo_rifle_ttt	560.7086 -3271.6274 776.4017	-0.181 -0.000 -0.031
item_ammo_rifle_ttt	1161.3296 512.7902 7.2645	0.532 -0.302 6.332
item_ammo_rifle_ttt	1155.1392 568.5608 20.3495	4.578 -1.065 11.994
item_ammo_rifle_ttt	1173.8901 -147.1750 40.5582	-74.073 5.938 -8.222
item_ammo_rifle_ttt	1175.9961 -204.6762 32.4957	-7.254 -0.473 3.682
weapon_ttt_confgrenade	219.6413 -2167.2966 3.5197	1.545 0.150 -0.395
weapon_ttt_confgrenade	-67.6925 -695.8948 11.5520	1.160 0.136 -0.296
weapon_ttt_confgrenade	-143.1433 -99.1224 11.5823	0.795 0.133 -0.203
weapon_ttt_confgrenade	-632.5577 621.5099 2.8710	-73.001 -0.862 121.601
weapon_ttt_confgrenade	-805.0822 981.7291 11.5214	1.693 0.237 1.452
