# Trouble in Terrorist Town weapon/ammo placement overrides
# For map: zm_roy_the_ship
# Exported by: NinjaTuna
setting:	replacespawns 1
weapon_zm_molotov	-2476.9878 2689.1104 705.8033	-67.406 6.055 -89.991
weapon_zm_molotov	-2264.6243 -479.2997 228.5186	0.419 0.003 -0.129
weapon_zm_molotov	-2651.3542 -201.4472 279.1851	3.786 -0.036 -0.963
weapon_zm_molotov	-2649.9731 -302.0639 448.8658	4.432 0.549 -0.309
weapon_zm_molotov	-2480.9373 277.8202 472.9478	2.226 -0.425 2.903
weapon_zm_molotov	-2714.1074 11.4198 424.5550	3.556 -0.098 -3.667
weapon_zm_molotov	-2588.0901 1755.1080 245.8239	84.149 -59.863 -87.493
weapon_zm_molotov	-2564.1172 2396.9038 582.5314	0.988 0.012 -0.777
weapon_zm_molotov	-2711.2019 2038.7555 270.0571	-0.468 14.078 3.113
weapon_zm_rifle	-2516.3909 416.9417 884.9923	0.411 -88.849 -88.523
weapon_zm_rifle	-2556.4219 2091.1248 961.3671	3.269 13.590 65.245
weapon_zm_rifle	-2286.8516 385.1466 221.4032	3.396 8.894 65.533
weapon_zm_rifle	-2590.2629 5.9980 421.3987	3.454 84.868 65.389
weapon_zm_rifle	-2258.8047 2030.2489 705.3038	3.247 13.134 64.412
item_box_buckshot_ttt	-2649.5750 99.9053 535.3512	-0.832 0.002 0.709
item_box_buckshot_ttt	-2621.8838 104.4708 535.3250	-0.985 -0.002 0.863
item_box_buckshot_ttt	-2704.5374 228.8684 535.4125	-1.144 0.019 0.391
item_box_buckshot_ttt	-2583.1404 879.3054 525.4860	-0.245 -55.933 0.140
item_box_buckshot_ttt	-2569.1248 855.6093 525.4623	-0.819 110.278 0.000
item_box_buckshot_ttt	-2594.2695 779.8429 525.3441	0.611 0.003 -0.486
item_box_buckshot_ttt	-2682.6143 2161.9229 1024.4086	-0.805 -0.005 0.720
item_box_buckshot_ttt	-2663.8347 2161.5481 1024.4258	-0.683 -0.007 0.607
item_box_buckshot_ttt	-2566.0691 -1104.5488 396.9170	-0.436 0.681 0.237
item_box_buckshot_ttt	-2588.0439 -1092.8168 396.8698	-0.174 0.378 -0.396
item_box_buckshot_ttt	-2374.9531 -1024.7933 352.7988	-0.531 0.148 -0.959
item_box_buckshot_ttt	-2224.0212 -492.0137 368.3751	-0.516 0.019 -0.364
item_box_buckshot_ttt	-2243.2224 -492.1480 368.4149	-0.771 -0.005 0.684
item_box_buckshot_ttt	-2252.4185 30.6757 467.9660	0.048 -0.024 0.005
item_box_buckshot_ttt	-2257.1057 13.9212 467.9157	0.125 -0.082 0.069
item_box_buckshot_ttt	-2269.0156 27.1788 467.8644	-0.274 0.104 -0.142
item_box_buckshot_ttt	-2754.3909 3.8762 454.4636	-0.273 0.434 -0.008
item_box_buckshot_ttt	-2755.6716 27.0137 454.4573	-0.274 0.085 -0.006
item_box_buckshot_ttt	-2689.2871 536.6290 317.6360	-0.721 -0.002 0.575
item_box_buckshot_ttt	-2714.1340 538.3822 317.5970	0.364 0.000 0.364
item_box_buckshot_ttt	-2714.9497 576.1679 317.5578	0.708 0.003 -0.567
item_box_buckshot_ttt	-2689.4990 574.5007 317.5795	0.778 0.008 -0.545
item_box_buckshot_ttt	-2566.7231 1904.5125 275.1420	-0.169 -0.008 0.130
item_box_buckshot_ttt	-2579.9724 1900.7362 275.1088	-0.138 0.047 0.108
item_box_buckshot_ttt	-2380.8125 -351.8654 657.4072	-0.832 -0.004 0.738
item_box_buckshot_ttt	-2394.5391 -352.1226 657.4022	-0.870 -0.012 0.773
item_box_buckshot_ttt	-2384.4824 -372.0317 657.3847	-0.998 -0.010 0.895
item_box_buckshot_ttt	-2316.3433 307.9268 654.1096	-0.783 -0.013 0.607
item_box_buckshot_ttt	-2314.2805 243.1812 654.0627	0.752 -0.021 -0.521
item_box_buckshot_ttt	-2320.2317 108.1024 654.0711	-0.395 0.001 0.404
item_box_buckshot_ttt	-2556.5596 2403.7866 968.3886	0.752 0.005 0.682
item_box_buckshot_ttt	-2582.9189 2400.9910 968.3917	-0.981 0.004 0.869
item_box_buckshot_ttt	-2584.6038 2479.0771 966.9975	-0.639 -1.050 -12.232
item_ammo_357_ttt	-2480.2820 389.6264 878.3386	0.452 0.065 0.053
item_ammo_357_ttt	-2481.7900 407.3513 878.3194	0.448 0.073 0.060
item_ammo_357_ttt	-2481.6580 427.6837 878.3915	0.462 0.055 0.031
item_ammo_357_ttt	-2500.8225 2095.9734 960.3099	0.446 0.072 0.064
item_ammo_357_ttt	-2183.5713 2089.9250 960.3587	0.455 0.059 0.045
item_ammo_357_ttt	-2828.3083 2105.6233 960.3604	0.456 0.058 0.044
item_ammo_357_ttt	-2289.7542 460.3294 220.3604	0.456 0.058 0.044
item_ammo_357_ttt	-2261.1433 463.4102 220.3386	0.451 0.064 0.053
item_ammo_357_ttt	-2643.0933 -107.1096 444.6466	0.169 0.335 0.256
item_ammo_357_ttt	-2604.5806 -76.0995 420.3621	0.456 0.058 0.043
item_ammo_357_ttt	-2443.8193 2136.2095 1024.3763	0.693 -0.152 -0.282
item_ammo_357_ttt	-2467.9553 2136.1965 1024.3583	0.629 0.061 -0.024
item_ammo_357_ttt	-2726.5215 2025.3452 704.3194	0.448 0.073 0.060
item_ammo_357_ttt	-2739.1382 2024.4408 704.3637	0.457 0.058 0.043
item_ammo_357_ttt	-2256.7148 2014.9363 704.3171	0.448 0.073 0.061
item_ammo_357_ttt	-2241.8311 2017.4802 704.3553	0.455 0.060 0.046
item_ammo_357_ttt	-2654.2139 943.0181 784.5967	0.445 0.067 0.057
item_ammo_357_ttt	-2643.9702 942.8763 784.6332	0.453 0.057 0.043
item_ammo_357_ttt	-2513.6292 -542.4401 605.3588	0.456 0.060 0.045
item_ammo_357_ttt	-2496.8315 -542.0741 605.3604	0.456 0.058 0.044
item_ammo_smg1_ttt	-2474.7021 -1195.4137 621.4713	-0.085 -0.002 -0.173
item_ammo_smg1_ttt	-2519.3767 -1193.5089 621.4659	0.559 -0.014 0.249
item_ammo_smg1_ttt	-2320.0134 1529.6565 529.5462	-0.076 3.948 -0.002
item_ammo_smg1_ttt	-2304.7734 1576.1482 580.1506	-0.205 -0.012 0.173
item_ammo_smg1_ttt	-2303.0759 2661.3904 704.4326	0.844 -0.001 0.554
item_ammo_smg1_ttt	-2678.0610 2682.2461 704.5397	-0.124 -0.017 0.108
item_ammo_smg1_ttt	-2492.5400 2522.1006 704.5007	-1.008 0.059 -0.244
item_ammo_smg1_ttt	-2440.0994 49.6583 265.9621	0.373 0.111 0.191
item_ammo_smg1_ttt	-2652.6924 -173.9145 454.1832	0.467 -0.916 0.100
item_ammo_smg1_ttt	-2349.4141 1005.0435 220.3864	0.088 -0.005 0.047
item_ammo_smg1_ttt	-2350.0417 965.9549 220.4306	0.752 -0.002 0.492
item_ammo_smg1_ttt	-2386.0352 2298.0852 556.5341	-0.149 0.015 -0.127
item_ammo_smg1_ttt	-2370.8696 2299.8147 556.4265	0.593 -0.003 0.386
item_ammo_smg1_ttt	-2701.4817 394.8839 583.9693	-0.236 -0.501 0.121
item_ammo_smg1_ttt	-2642.5234 404.5231 583.9844	-0.153 -0.040 0.118
item_ammo_smg1_ttt	-2609.9136 1162.7448 655.4747	0.567 -0.014 0.258
item_ammo_smg1_ttt	-2629.6172 1158.7894 655.5157	-0.273 0.014 -0.233
item_ammo_smg1_ttt	-2665.8518 2082.7578 240.4157	0.333 -0.005 0.212
item_ammo_smg1_ttt	-2616.5808 2062.0261 240.4799	0.057 -0.038 0.608
item_ammo_smg1_ttt	-2663.1108 94.9016 784.0417	0.253 0.000 0.071
item_ammo_smg1_ttt	-2682.0205 92.8600 783.9972	0.622 -0.004 0.404
weapon_zm_shotgun	-2652.3457 82.0504 535.9722	-0.376 -9.271 -84.257
weapon_zm_shotgun	-2551.7241 864.9007 525.9592	-0.542 -6.736 -83.567
weapon_zm_shotgun	-2524.6255 -1035.3004 397.5572	-0.774 -10.783 -87.747
weapon_zm_shotgun	-2247.5454 -480.2371 369.0140	-0.200 -9.242 -83.437
weapon_zm_shotgun	-2316.0081 -14.2834 474.2410	-0.673 9.233 84.991
weapon_zm_shotgun	-2723.8206 -30.3791 439.4461	-0.341 -8.739 -83.165
weapon_zm_shotgun	-2697.8215 558.3898 318.2224	-0.174 -9.738 -83.312
weapon_ttt_m16	-2250.7695 331.7680 454.9455	2.314 -9.130 85.450
weapon_ttt_m16	-2693.0950 -99.8980 439.6692	1.821 -121.188 85.435
weapon_ttt_m16	-2436.4470 1511.0039 266.2742	10.298 17.198 99.556
weapon_ttt_m16	-2399.8396 2148.6406 825.1751	2.211 -8.225 84.422
weapon_ttt_m16	-2323.4199 -207.3734 712.9217	2.139 -8.334 84.209
item_ammo_revolver_ttt	-2505.4355 -769.7780 605.3604	0.456 0.058 0.044
item_ammo_revolver_ttt	-2482.3718 -768.1533 605.4263	0.684 -0.080 -0.388
item_ammo_revolver_ttt	-2581.4209 802.2194 525.3764	0.061 0.000 0.107
item_ammo_revolver_ttt	-2602.3027 800.6739 525.3637	0.457 0.058 0.043
item_ammo_revolver_ttt	-2479.2358 1145.0620 580.9664	1.495 -1.909 0.740
item_ammo_revolver_ttt	-2325.6846 1180.6804 654.8611	0.454 0.057 0.041
item_ammo_revolver_ttt	-2356.7700 1182.9012 654.8546	0.453 0.058 0.044
item_ammo_revolver_ttt	-2342.8652 1204.7734 654.8458	0.451 0.060 0.047
item_ammo_revolver_ttt	-2256.8447 2316.5542 960.3386	0.451 0.064 0.053
item_ammo_revolver_ttt	-2258.1812 2330.7395 960.3636	0.456 0.058 0.043
item_ammo_revolver_ttt	-2634.7441 2497.4861 704.3536	0.455 0.060 0.047
item_ammo_revolver_ttt	-2638.2764 2472.5186 704.3425	0.453 0.062 0.051
item_ammo_revolver_ttt	-2270.3992 -919.9217 348.3463	0.453 0.062 0.049
item_ammo_revolver_ttt	-2460.4158 -1087.2325 348.3325	0.450 0.065 0.055
item_ammo_revolver_ttt	-2227.6479 -690.2825 368.3699	0.458 0.057 0.040
item_ammo_revolver_ttt	-2225.7229 -709.5317 368.3669	0.457 0.058 0.041
item_ammo_revolver_ttt	-2314.6021 -125.0898 220.4035	0.464 0.054 0.027
item_ammo_revolver_ttt	-2313.8374 -143.9585 220.3961	0.463 0.054 0.030
item_ammo_revolver_ttt	-2520.3569 470.0774 220.3653	0.457 0.058 0.042
item_ammo_revolver_ttt	-2714.1760 378.9174 220.3345	0.451 0.064 0.054
item_ammo_revolver_ttt	-2474.0281 443.8413 292.3325	0.450 0.064 0.055
item_ammo_revolver_ttt	-2433.3533 447.0469 292.3217	0.448 0.068 0.060
item_ammo_revolver_ttt	-2346.4453 12.8510 420.3700	0.458 0.057 0.040
item_ammo_revolver_ttt	-2346.7212 35.6564 420.3814	0.460 0.056 0.035
item_ammo_revolver_ttt	-2769.1619 503.3186 420.3621	0.456 0.058 0.043
item_ammo_revolver_ttt	-2761.7739 236.2416 420.3239	0.449 0.069 0.058
item_ammo_revolver_ttt	-2496.1279 426.9903 420.4188	1.129 -0.160 -0.289
item_ammo_revolver_ttt	-2487.2290 376.4455 444.6116	1.139 2.953 0.120
item_ammo_revolver_ttt	-2443.3147 586.5239 346.3653	0.457 0.058 0.042
item_ammo_revolver_ttt	-2453.4346 587.3048 346.3325	0.450 0.065 0.055
item_ammo_revolver_ttt	-2404.0046 2101.2959 558.3100	0.446 0.073 0.064
item_ammo_revolver_ttt	-2428.7021 2127.1765 558.4153	0.779 -0.294 -0.985
item_ammo_pistol_ttt	-2407.2253 -202.0227 545.0292	0.661 0.015 -0.154
item_ammo_pistol_ttt	-2407.2544 -226.2677 545.0814	0.382 0.024 -0.028
item_ammo_pistol_ttt	-2681.9788 1529.4175 529.4341	-0.290 1.174 -0.449
item_ammo_pistol_ttt	-2714.4023 1525.3142 529.4340	-0.392 0.461 -0.483
item_ammo_pistol_ttt	-2365.0935 918.6398 784.6274	0.023 0.030 0.007
item_ammo_pistol_ttt	-2504.3884 661.4244 784.6316	0.113 0.020 -0.032
item_ammo_pistol_ttt	-2301.6113 2322.6533 1024.3564	-0.124 -0.019 -0.038
item_ammo_pistol_ttt	-2312.0762 2324.8469 1024.3854	-0.099 -0.020 -0.030
item_ammo_pistol_ttt	-2247.2410 2291.4375 858.1373	0.358 0.008 0.001
item_ammo_pistol_ttt	-2244.1157 2264.0850 858.0254	0.496 -0.000 0.013
item_ammo_pistol_ttt	-2423.3462 -117.6915 265.9507	0.250 -0.056 0.097
item_ammo_pistol_ttt	-2446.6997 -105.6071 220.4316	-0.264 0.115 -0.484
item_ammo_pistol_ttt	-2250.4900 424.6414 220.4198	-0.069 -0.020 -0.021
item_ammo_pistol_ttt	-2294.5850 427.9673 220.3565	-0.124 -0.019 -0.038
item_ammo_pistol_ttt	-2451.6414 -315.2700 420.3783	-0.105 -0.020 -0.032
item_ammo_pistol_ttt	-2460.6633 -312.6015 420.3648	-0.117 -0.019 -0.035
item_ammo_pistol_ttt	-2335.9729 480.3994 453.3603	0.030 5.791 0.030
item_ammo_pistol_ttt	-2358.3340 476.8350 453.3639	0.975 9.286 -0.125
item_ammo_pistol_ttt	-2439.6543 1891.8522 272.0637	0.036 0.023 0.048
item_ammo_pistol_ttt	-2461.7488 1882.7881 220.3836	-0.101 -0.020 -0.030
item_ammo_pistol_ttt	-2324.0559 -53.2878 525.3764	-0.107 -0.020 -0.032
item_ammo_pistol_ttt	-2521.5305 2016.1285 704.4332	1.317 72.625 -0.000
weapon_ttt_famas	-2698.2432 -735.4848 610.4509	0.324 -28.495 -88.613
weapon_ttt_famas	-2641.8667 370.4963 541.9906	-7.609 170.585 -151.138
weapon_ttt_famas	-2459.9272 2030.9585 526.3282	0.000 18.049 90.000
weapon_ttt_famas	-2732.0432 2302.0371 961.5335	-0.000 -18.114 -90.000
weapon_ttt_famas	-2596.7397 2487.6511 559.5294	-0.051 -19.443 -90.717
weapon_ttt_famas	-2722.5759 1740.9310 245.8444	0.138 16.440 89.764
weapon_ttt_famas	-2555.3245 282.6815 421.5336	-0.000 -16.998 -90.000
weapon_zm_sledge	-2308.8843 97.1905 539.3137	18.412 1.281 3.079
weapon_zm_sledge	-2526.3855 1075.0150 788.9265	18.577 0.383 2.920
weapon_zm_sledge	-2282.6436 2296.7747 562.4260	18.526 0.349 2.962
weapon_zm_sledge	-2412.3462 -765.3564 224.4389	18.659 0.367 2.876
weapon_zm_sledge	-2678.1050 196.0306 448.7444	18.112 -56.338 2.030
weapon_zm_sledge	-2719.1204 1662.4283 250.1331	0.760 -113.955 -130.913
weapon_ttt_ak47	-2733.0269 -404.4478 526.1436	2.040 1.324 84.080
weapon_ttt_ak47	-2707.4417 1175.2213 533.1942	1.984 -4.784 85.626
weapon_ttt_ak47	-2725.1321 2298.0525 856.4366	16.968 94.505 82.069
weapon_ttt_ak47	-2718.4321 -144.5759 221.1592	2.037 -8.137 84.294
weapon_ttt_ak47	-2499.2424 242.3996 526.0134	-0.075 -14.511 88.703
weapon_ttt_ak47	-2295.6741 159.6076 484.4960	-0.064 12.000 -88.385
ttt_random_ammo	-2308.5615 -774.9088 609.3353	-0.049 -0.000 -0.019
ttt_random_ammo	-2286.5547 -781.3889 609.3817	0.607 -0.005 -0.684
ttt_random_ammo	-2251.8320 -775.6593 609.3475	0.060 -0.000 -0.001
ttt_random_ammo	-2290.4568 125.1797 535.2907	0.047 0.000 -0.027
ttt_random_ammo	-2286.9661 161.2311 535.3668	1.676 0.034 2.018
ttt_random_ammo	-2469.4495 311.6230 600.3691	0.091 0.000 0.045
ttt_random_ammo	-2523.1028 312.6841 600.3888	0.408 -0.002 -0.441
ttt_random_ammo	-2666.4724 1701.1129 568.9722	0.047 0.000 -0.011
ttt_random_ammo	-2645.1748 1701.6147 568.9825	0.063 0.000 0.014
ttt_random_ammo	-2654.0684 1721.8506 568.9809	0.059 0.000 0.009
ttt_random_ammo	-2500.2375 2042.8176 525.3727	0.110 0.000 0.070
ttt_random_ammo	-2423.2244 2046.1746 525.3575	0.060 0.000 0.001
ttt_random_ammo	-2607.4575 914.9480 784.6506	0.133 0.000 0.100
ttt_random_ammo	-2683.5269 390.0935 783.9435	0.099 0.000 0.055
ttt_random_ammo	-2681.0129 773.6568 784.6337	0.090 0.000 0.044
ttt_random_ammo	-2678.9216 2387.4871 960.3777	0.151 -0.001 -0.123
ttt_random_ammo	-2677.1091 2443.3638 960.3512	0.053 -0.000 0.011
ttt_random_ammo	-2736.2720 2439.0869 960.3977	-0.480 -0.003 0.528
ttt_random_ammo	-2739.0093 2372.3672 960.3227	0.047 -0.000 0.033
ttt_random_ammo	-2510.5784 2369.1614 816.3235	-0.047 0.000 0.033
ttt_random_ammo	-2509.7991 2495.7078 816.3674	0.084 0.000 0.035
ttt_random_ammo	-2376.9148 2517.3662 704.3908	0.533 -0.004 -0.594
ttt_random_ammo	-2613.6577 2521.0693 704.3635	0.071 0.000 0.018
ttt_random_ammo	-2767.9790 2152.1333 558.4559	-1.080 0.019 0.089
ttt_random_ammo	-2262.1140 -765.6929 220.4473	-2.007 -0.064 0.795
ttt_random_ammo	-2509.8489 -771.5377 220.3279	0.047 -0.000 0.031
ttt_random_ammo	-2259.4829 -365.1982 265.8289	0.544 -0.245 1.507
ttt_random_ammo	-2330.6658 448.9929 220.4756	-0.413 -1.799 -0.080
ttt_random_ammo	-2331.0281 284.7844 220.3615	0.067 -0.000 -0.012
ttt_random_ammo	-2384.8359 283.0185 220.4664	0.943 -9.758 -0.605
ttt_random_ammo	-2388.1116 450.1761 220.4024	1.013 0.015 -1.901
ttt_random_ammo	-2237.5684 121.5183 420.3691	0.090 -0.000 -0.044
ttt_random_ammo	-2237.9219 104.7404 420.3400	0.047 -0.000 0.023
ttt_random_ammo	-2235.8711 86.1795 420.3745	0.121 -0.000 -0.084
ttt_random_ammo	-2236.1816 64.7086 420.3534	0.054 -0.000 0.008
ttt_random_ammo	-2537.1726 -111.0111 444.6465	0.085 -1.103 -1.634
ttt_random_ammo	-2681.5308 673.7088 223.3820	0.441 0.028 -0.029
ttt_random_ammo	-2715.5828 668.2062 223.3342	-0.001 -0.140 -0.154
ttt_random_ammo	-2294.8674 568.5278 273.3177	0.263 1.506 0.559
ttt_random_ammo	-2563.2407 1313.5103 220.3898	0.475 -0.003 -0.522
ttt_random_ammo	-2569.1675 1369.8489 220.3864	0.322 -0.002 -0.335
ttt_random_ammo	-2275.4673 1110.9949 220.3377	0.047 -0.000 0.025
ttt_random_ammo	-2262.4897 1069.8231 220.4239	1.549 -0.037 -1.881
ttt_random_ammo	-2562.8933 1068.0382 220.3555	0.057 -0.000 0.004
ttt_random_ammo	-2571.3660 1116.6083 220.4417	1.162 -0.029 -1.412
ttt_random_ammo	-2719.1694 1526.4436 244.7051	-0.608 -6.770 -0.022
ttt_random_ammo	-2717.7100 1575.1812 244.6600	0.071 0.031 -0.084
ttt_random_ammo	-2341.1353 2294.7710 348.3727	0.109 -0.000 -0.068
ttt_random_ammo	-2342.6143 2276.6594 348.3376	0.047 -0.000 0.025
ttt_random_ammo	-2345.5657 2255.4307 348.3595	0.063 -0.000 -0.006
ttt_random_ammo	-2669.3972 2489.0881 348.4314	1.388 0.032 1.683
ttt_random_ammo	-2667.0662 2469.3755 348.3654	0.077 0.000 0.026
ttt_random_ammo	-2686.2688 2460.9038 348.3615	0.067 0.000 0.012
ttt_random_ammo	-2690.7014 2485.2051 348.3512	0.053 0.000 -0.011
ttt_random_ammo	-2349.6853 2053.3479 240.3253	0.047 0.000 -0.032
weapon_zm_mac10	-2289.2317 1537.6671 530.2759	-0.096 -35.711 -88.709
weapon_zm_mac10	-2686.4578 -167.2707 454.9227	-0.230 -51.590 -88.197
weapon_zm_mac10	-2392.1394 2280.8242 557.2869	-0.095 -35.711 -88.716
weapon_zm_mac10	-2496.5740 2696.6001 705.3001	0.875 -34.211 -86.513
weapon_zm_mac10	-2668.2678 2059.8918 241.2476	-0.140 -32.613 -88.430
weapon_zm_mac10	-2643.8562 95.3362 784.8569	-0.096 -35.712 -88.711
weapon_ttt_tmp	-2499.2339 -1211.8870 622.2761	-0.096 -35.711 -88.711
weapon_ttt_tmp	-2448.3269 -17.5068 274.3527	0.711 -42.760 -87.895
weapon_ttt_tmp	-2349.2539 1043.1355 221.2879	-0.095 -35.712 -88.724
weapon_ttt_tmp	-2601.4548 1161.6693 655.8347	-0.676 21.361 90.116
ttt_playerspawn	-2493.1628 -1057.6711 605.4513	-0.007 0.000 -0.007
ttt_playerspawn	-2702.4619 174.0857 535.3513	0.027 -0.000 -0.027
ttt_playerspawn	-2327.5972 145.2422 535.3248	-0.014 -0.000 0.014
ttt_playerspawn	-2553.5940 -196.2460 525.3472	-0.009 -0.000 0.009
ttt_playerspawn	-2420.7839 874.4247 525.3596	0.016 -0.000 -0.016
ttt_playerspawn	-2747.8013 1125.2557 525.3612	0.014 -0.000 -0.014
ttt_playerspawn	-2496.5667 1534.5310 533.3276	-0.010 -0.000 0.010
ttt_playerspawn	-2485.3242 904.2975 784.6974	-0.005 0.000 -0.005
ttt_playerspawn	-2499.6184 2041.3076 704.4940	0.000 -0.230 0.018
ttt_playerspawn	-2476.5579 2250.8293 1024.4210	-0.018 -0.000 0.018
ttt_playerspawn	-2490.1575 2200.1692 824.4062	-0.019 -0.000 0.019
ttt_playerspawn	-2488.9331 2612.4146 704.3685	-0.033 -0.000 0.033
ttt_playerspawn	-2404.9453 -921.2244 348.3412	0.017 -0.000 -0.017
ttt_playerspawn	-2435.6624 -598.1697 220.3730	-0.007 -0.000 0.007
ttt_playerspawn	-2572.7837 98.4050 220.4162	-0.021 -0.000 0.021
ttt_playerspawn	-2369.9775 140.3150 220.4288	-0.017 -0.000 0.018
ttt_playerspawn	-2520.2729 953.3705 220.3812	0.013 -0.000 -0.013
ttt_playerspawn	-2441.2261 1635.7115 220.3669	-0.035 -0.000 0.035
ttt_playerspawn	-2639.4431 362.7259 420.4411	-0.014 -0.000 0.014
ttt_playerspawn	-2355.3279 352.2437 420.4345	-0.018 -0.000 0.018
ttt_playerspawn	-2530.7454 -265.5236 420.4103	-0.023 -0.000 0.023
ttt_playerspawn	-2500.5405 2296.6194 556.3778	-0.034 -0.000 0.034
ttt_playerspawn	-2503.2190 1977.1588 220.3634	-0.037 -0.000 0.037
ttt_playerspawn	-2647.9622 49.1829 420.3921	-0.026 -0.000 0.026
item_ammo_rifle_ttt	-2719.3857 2286.5740 960.3688	-0.114 -0.019 -0.034
item_ammo_rifle_ttt	-2739.9045 2283.0674 960.3307	-0.147 -0.018 -0.044
