# Trouble in Terrorist Town weapon/ammo placement overrides
# For map: ttt_canyon_a4
# Exported by: NinjaTuna
setting:	replacespawns 0
weapon_ttt_m3	-2733.0000 40.1171 706.4890	0.000 269.000 0.000
weapon_ttt_m3	-4222.4600 -86.3035 834.4890	0.000 269.000 0.000
weapon_ttt_m3	-1549.6899 1032.5100 1154.4900	0.000 269.000 0.000
weapon_ttt_m3	-3139.1318 782.4263 707.7495	9.607 0.094 -0.655
weapon_zm_revolver	-379.3430 1344.2200 1595.7700	0.000 270.000 -90.000
weapon_zm_revolver	-1739.9600 1224.5900 1154.0000	0.000 270.000 -90.000
weapon_zm_revolver	-1626.0000 872.6970 945.9980	0.000 270.000 -90.000
weapon_zm_revolver	-4340.4702 -281.0560 705.9980	0.000 270.000 -90.000
weapon_zm_revolver	-2994.3401 -244.2240 449.9980	0.000 270.000 -90.000
weapon_zm_revolver	-842.8390 -1868.3000 449.9980	0.000 270.000 -90.000
weapon_zm_revolver	-755.3510 -2068.3301 705.9980	0.000 270.000 -90.000
weapon_zm_revolver	-354.7330 -287.5220 705.9980	0.000 270.000 -90.000
weapon_zm_revolver	-282.4360 -357.3590 1154.0000	0.000 270.000 -90.000
weapon_zm_revolver	581.8280 64.8436 1154.0000	0.000 270.000 -90.000
weapon_zm_revolver	-1264.2800 1579.3000 1538.0000	0.000 270.000 -90.000
weapon_zm_revolver	-3792.5701 -840.6400 705.9980	0.000 270.000 -90.000
weapon_zm_revolver	-3758.3999 -338.4960 705.9980	0.000 270.000 -90.000
weapon_zm_revolver	-1308.4600 -1744.6100 577.9980	0.000 270.000 -90.000
weapon_zm_revolver	-120.4300 -616.4670 1154.0000	0.000 270.000 -90.000
weapon_zm_revolver	-1614.5900 627.6810 1154.0000	0.000 270.000 -90.000
weapon_zm_revolver	-1261.2400 -1758.1200 449.9980	0.000 270.000 -90.000
ttt_random_weapon	-341.6358 -2271.6453 577.1771	2.087 5.701 -92.289
ttt_random_weapon	-1949.8209 1195.7202 1153.2336	1.495 4.975 -93.468
ttt_random_weapon	-1549.7659 1925.4006 1537.2030	1.842 4.926 -92.672
ttt_random_weapon	1053.1082 -260.6098 1153.1947	1.934 4.924 -92.461
ttt_random_weapon	1321.8517 -248.7148 1153.1971	1.908 4.927 -92.522
ttt_random_weapon	137.4532 -2364.5579 449.2290	1.547 4.915 -93.348
ttt_random_weapon	113.0117 -1699.4761 449.2295	1.542 4.682 -93.360
ttt_random_weapon	-451.5275 -2375.0325 577.2003	1.842 5.713 -92.793
ttt_random_weapon	-2790.5361 -503.2175 449.2151	1.706 4.987 -92.985
ttt_random_weapon	-1270.5077 930.3627 945.2267	1.573 4.985 -93.289
ttt_random_weapon	-1583.1384 872.1572 705.2236	1.608 4.988 -93.208
ttt_random_weapon	-4467.2632 -837.5980 897.2233	1.612 4.691 -93.200
ttt_random_weapon	-4048.3247 -925.8797 833.2197	1.653 4.697 -93.107
ttt_random_weapon	-4550.3071 -375.6675 833.2020	1.852 4.715 -92.650
ttt_random_weapon	-341.6358 -2271.6453 577.1771	2.087 5.701 -92.289
ttt_random_weapon	-1949.8209 1195.7202 1153.2336	1.495 4.975 -93.468
ttt_random_weapon	-1549.7659 1925.4006 1537.2030	1.842 4.926 -92.672
ttt_random_weapon	1053.1082 -260.6098 1153.1947	1.934 4.924 -92.461
ttt_random_weapon	1321.8517 -248.7148 1153.1971	1.908 4.927 -92.522
ttt_random_weapon	137.4532 -2364.5579 449.2290	1.547 4.915 -93.348
ttt_random_weapon	113.0117 -1699.4761 449.2295	1.542 4.682 -93.360
ttt_random_weapon	-451.5275 -2375.0325 577.2003	1.842 5.713 -92.793
ttt_random_weapon	-2790.5361 -503.2175 449.2151	1.706 4.987 -92.985
ttt_random_weapon	-1270.5077 930.3627 945.2267	1.573 4.985 -93.289
ttt_random_weapon	-1583.1384 872.1572 705.2236	1.608 4.988 -93.208
ttt_random_weapon	-4467.2632 -837.5980 897.2233	1.612 4.691 -93.200
ttt_random_weapon	-4048.3247 -925.8797 833.2197	1.653 4.697 -93.107
ttt_random_weapon	-4550.3071 -375.6675 833.2020	1.852 4.715 -92.650
weapon_ttt_tmp	-1060.2600 -2391.3899 708.4710	0.000 269.000 0.000
weapon_ttt_tmp	-795.0880 -2341.0500 708.4710	0.000 269.000 0.000
weapon_ttt_tmp	-279.6900 -127.9190 708.4710	0.000 269.000 0.000
weapon_ttt_tmp	-1631.6100 822.7580 708.4710	0.000 269.000 0.000
weapon_ttt_sg550	-1132.6499 1284.3489 1569.6410	0.382 -12.449 -89.712
item_box_buckshot_ttt	-3948.3601 -7.5695 704.2940	0.000 180.000 0.000
item_box_buckshot_ttt	-3934.3601 -7.5695 704.2940	0.000 180.000 0.000
item_box_buckshot_ttt	-3920.3601 -7.5695 704.2940	0.000 180.000 0.000
item_box_buckshot_ttt	-3906.3601 -7.5695 704.2940	0.000 180.000 0.000
item_box_buckshot_ttt	-3891.9399 -7.7910 704.2940	0.000 180.000 0.000
item_box_buckshot_ttt	-3877.9399 -7.7910 704.2940	0.000 180.000 0.000
item_box_buckshot_ttt	-1500.7900 792.0670 704.2940	0.000 225.000 0.000
item_box_buckshot_ttt	-1510.6899 782.1670 704.2940	0.000 225.000 0.000
item_box_buckshot_ttt	-1521.0500 772.1210 704.2940	0.000 225.000 0.000
item_box_buckshot_ttt	-1530.9500 762.2210 704.2940	0.000 225.000 0.000
item_box_buckshot_ttt	-1540.8400 752.3220 704.2940	0.000 225.000 0.000
item_box_buckshot_ttt	-1550.7400 742.4220 704.2940	0.000 225.000 0.000
item_box_buckshot_ttt	44.2131 200.0000 704.2940	0.000 90.000 0.000
item_box_buckshot_ttt	44.2131 186.0000 704.2940	0.000 90.000 0.000
item_box_buckshot_ttt	44.2131 172.0000 704.2940	0.000 90.000 0.000
item_box_buckshot_ttt	44.2131 158.0000 704.2940	0.000 90.000 0.000
item_box_buckshot_ttt	43.9916 143.5710 704.2940	0.000 90.000 0.000
item_box_buckshot_ttt	43.9916 129.5710 704.2940	0.000 90.000 0.000
item_box_buckshot_ttt	-318.3650 -2192.5701 448.2940	0.000 180.000 0.000
item_box_buckshot_ttt	-304.3650 -2192.5701 448.2940	0.000 180.000 0.000
item_box_buckshot_ttt	-290.3650 -2192.5701 448.2940	0.000 180.000 0.000
item_box_buckshot_ttt	-276.3650 -2192.5701 448.2940	0.000 180.000 0.000
item_box_buckshot_ttt	-261.9360 -2192.7900 448.2940	0.000 180.000 0.000
item_box_buckshot_ttt	-247.9360 -2192.7900 448.2940	0.000 180.000 0.000
item_box_buckshot_ttt	-2934.4500 833.8911 704.4193	-0.771 -0.012 0.612
item_box_buckshot_ttt	-2522.1448 938.0676 704.4135	-0.783 -0.006 0.695
item_box_buckshot_ttt	-2746.1079 39.5093 704.3965	-0.936 -0.003 0.830
item_box_buckshot_ttt	-2745.0249 16.9261 704.4037	-0.857 -0.010 0.761
item_box_buckshot_ttt	-2693.4263 15.2310 704.3935	-0.966 -0.004 0.855
item_box_buckshot_ttt	-1752.6595 825.7913 944.3882	-1.012 -0.011 0.895
item_box_buckshot_ttt	-1754.8212 799.3997 944.3411	0.530 0.003 -0.419
item_box_buckshot_ttt	-1580.6932 940.8038 944.4053	-0.845 -0.007 0.750
item_box_buckshot_ttt	-1528.2827 932.1814 944.3723	0.763 -0.122 -0.526
item_box_buckshot_ttt	-1565.3097 975.5251 1152.3936	-0.967 -0.004 0.856
item_box_buckshot_ttt	-1539.4355 952.0400 1152.4150	-0.771 -0.006 0.684
weapon_ttt_ak47	-3934.9194 -736.9077 769.0320	-0.146 -14.606 87.856
weapon_ttt_ak47	-1724.0488 783.4551 705.0326	-0.149 -14.264 87.892
weapon_ttt_ak47	-216.2449 40.5840 705.0281	-0.159 -14.264 87.859
item_ammo_smg1_ttt	-4080.0000 -16.5097 702.0000	0.000 0.000 0.000
item_ammo_smg1_ttt	-4112.0000 -16.5097 702.0000	0.000 0.000 0.000
item_ammo_smg1_ttt	-4144.0000 -48.5097 702.0000	0.000 0.000 0.000
item_ammo_smg1_ttt	-4144.0000 -16.5097 702.0000	0.000 0.000 0.000
item_ammo_smg1_ttt	-1602.0000 708.7450 702.0000	0.000 0.000 0.000
item_ammo_smg1_ttt	-1624.6300 686.1180 702.0000	0.000 0.000 0.000
item_ammo_smg1_ttt	-1647.2500 663.4900 702.0000	0.000 0.000 0.000
item_ammo_smg1_ttt	-1624.6300 731.3720 702.0000	0.000 0.000 0.000
item_ammo_smg1_ttt	37.0000 231.4900 702.0000	0.000 0.000 0.000
item_ammo_smg1_ttt	37.0000 263.4900 702.0000	0.000 0.000 0.000
item_ammo_smg1_ttt	37.0000 295.4900 702.0000	0.000 0.000 0.000
item_ammo_smg1_ttt	5.0000 295.4900 702.0000	0.000 0.000 0.000
item_ammo_smg1_ttt	-416.0000 -2208.5100 446.0000	0.000 0.000 0.000
item_ammo_smg1_ttt	-448.0000 -2208.5100 446.0000	0.000 0.000 0.000
item_ammo_smg1_ttt	-480.0000 -2240.5100 446.0000	0.000 0.000 0.000
item_ammo_smg1_ttt	-480.0000 -2208.5100 446.0000	0.000 0.000 0.000
item_ammo_smg1_ttt	-244.0875 -145.5765 704.4285	0.673 -0.003 0.440
item_ammo_smg1_ttt	-250.6294 -123.4070 704.5062	0.534 -0.011 -0.419
item_ammo_smg1_ttt	-1616.1976 1013.3108 1152.4814	-0.085 -0.002 -0.173
item_ammo_smg1_ttt	-1662.1521 977.2111 1152.4760	0.558 -0.014 0.248
weapon_zm_shotgun	-1727.1100 798.3310 946.4890	0.000 269.000 0.000
weapon_zm_shotgun	-1472.8700 970.8090 946.4890	0.000 269.000 0.000
weapon_zm_shotgun	-1805.0400 980.1150 1538.4900	0.000 269.000 0.000
weapon_zm_shotgun	345.1490 1057.9600 1154.4900	0.000 269.000 0.000
weapon_zm_shotgun	982.0620 -248.7210 1378.4900	0.000 269.000 0.000
weapon_ttt_m16	-400.2300 146.4970 1156.6801	0.000 269.000 0.000
weapon_ttt_m16	-60.4655 -451.3720 836.6830	0.000 269.000 0.000
weapon_ttt_m16	-885.9050 -1645.5601 580.6830	0.000 269.000 0.000
weapon_ttt_m16	-1113.7700 -2209.7100 580.6830	0.000 269.000 0.000
weapon_ttt_m16	-3402.9700 -1446.2300 708.6830	0.000 269.000 0.000
weapon_ttt_m16	-4035.4600 -433.7310 836.6830	0.000 269.000 0.000
weapon_ttt_m16	-1979.7900 1517.7500 1652.6801	0.000 269.000 0.000
weapon_ttt_m16	-1989.2288 1051.0245 1153.1592	2.037 -97.156 84.294
weapon_zm_molotov	211.0650 1023.5200 1156.7300	0.000 0.000 0.000
weapon_zm_molotov	-291.3210 136.3160 1156.7300	0.000 0.000 0.000
weapon_zm_molotov	-299.4220 -331.8820 708.7350	0.000 0.000 0.000
weapon_zm_molotov	-176.2600 243.6300 708.7350	0.000 0.000 0.000
weapon_zm_molotov	336.5610 -773.0000 452.7350	0.000 0.000 0.000
weapon_zm_molotov	-885.8100 -1761.1200 580.7350	0.000 0.000 0.000
weapon_zm_molotov	-1309.6801 -1761.1200 580.7350	0.000 0.000 0.000
weapon_zm_molotov	-1338.2000 -2103.5601 452.7350	0.000 0.000 0.000
weapon_zm_molotov	-1612.0000 -2292.0000 452.7350	0.000 0.000 0.000
weapon_zm_molotov	-1453.8300 -2402.9399 580.7350	0.000 0.000 0.000
weapon_zm_molotov	-711.7100 -2345.1599 708.7350	0.000 0.000 0.000
weapon_zm_molotov	-1357.1600 -2070.5000 708.7350	0.000 0.000 0.000
weapon_zm_molotov	-2658.7200 -705.5870 452.7350	0.000 0.000 0.000
weapon_zm_molotov	-3068.0300 -185.4290 452.7350	0.000 0.000 0.000
weapon_zm_molotov	-3218.7700 -951.7570 708.7350	0.000 0.000 0.000
weapon_zm_molotov	-4134.5801 -676.6950 708.7350	0.000 0.000 0.000
weapon_zm_molotov	-4108.3901 -306.9740 708.7350	0.000 0.000 0.000
weapon_zm_molotov	-1716.2000 852.2880 708.7350	0.000 0.000 0.000
weapon_zm_molotov	-1720.8000 839.0400 948.7350	0.000 0.000 0.000
weapon_zm_molotov	-1746.8000 819.0470 1156.7300	0.000 0.000 0.000
weapon_zm_molotov	-1519.7800 1048.4700 1572.7300	0.000 0.000 0.000
weapon_zm_molotov	406.1720 1117.1600 1156.7300	0.000 0.000 0.000
weapon_zm_molotov	1073.1100 -0.7887 1156.7300	0.000 0.000 0.000
weapon_zm_rifle	-1394.5798 -2173.3789 456.0000	0.000 0.000 0.000
weapon_zm_rifle	-95.7602 17.7271 1160.0000	0.000 0.000 0.000
weapon_zm_rifle	-3499.2898 -1649.0491 712.0000	0.000 0.000 0.000
weapon_zm_rifle	-1526.9945 898.8867 1569.3345	3.268 13.164 64.796
weapon_ttt_famas	-4134.2490 -890.7692 769.5336	-0.000 -18.118 -90.000
weapon_ttt_famas	-3876.0054 -276.3615 769.5336	-0.000 -18.113 -90.000
weapon_ttt_famas	28.1542 -124.3833 449.5335	-0.000 -18.817 -90.000
weapon_ttt_famas	-906.5293 -2252.3123 449.2629	0.000 16.400 89.138
weapon_ttt_famas	-1770.6771 883.9952 705.5335	0.000 -18.817 -90.000
weapon_ttt_famas	-269.1830 48.0748 705.5335	-0.000 -18.815 -90.000
weapon_zm_sledge	401.4490 1199.5200 1155.8600	0.000 270.000 0.000
weapon_zm_sledge	-1611.8500 1244.0000 827.8580	0.000 270.000 0.000
weapon_zm_sledge	-4549.8799 -62.9033 835.8580	0.000 270.000 0.000
weapon_zm_sledge	-348.7010 -2291.5000 707.8580	0.000 270.000 0.000
weapon_ttt_glock	-1709.0900 931.8910 705.7230	0.000 0.000 0.000
weapon_ttt_glock	-4522.0200 -286.5590 705.7230	0.000 0.000 0.000
weapon_ttt_glock	-4477.4600 -983.8110 705.7230	0.000 0.000 0.000
weapon_ttt_glock	-1421.8300 773.8790 1537.7200	0.000 0.000 0.000
weapon_ttt_glock	-34.9071 466.0880 1153.7200	0.000 0.000 0.000
weapon_ttt_glock	-145.5610 -2420.2300 705.7230	0.000 0.000 0.000
weapon_ttt_glock	-1258.4700 -1689.1500 577.7230	0.000 0.000 0.000
weapon_ttt_glock	-3382.3301 630.8700 705.7230	0.000 0.000 0.000
weapon_ttt_glock	-3753.2500 -521.9830 705.7230	0.000 0.000 0.000
ttt_random_ammo	-352.7068 -2249.1084 576.3820	-0.164 -0.001 0.141
ttt_random_ammo	-333.4232 -2247.5830 576.3541	-0.053 -0.000 -0.007
ttt_random_ammo	-352.7068 -2249.1084 576.3820	-0.164 -0.001 0.141
ttt_random_ammo	-333.4232 -2247.5830 576.3541	-0.053 -0.000 -0.007
weapon_zm_mac10	186.2340 -480.8560 1156.4700	0.000 269.000 0.000
weapon_zm_mac10	1359.6400 20.4431 1156.4700	0.000 269.000 0.000
weapon_zm_mac10	-1624.0200 959.5140 1156.4700	0.000 269.000 0.000
weapon_zm_mac10	-3457.6799 843.5630 708.4710	0.000 269.000 0.000
item_ammo_357_ttt	-4009.0000 -498.0000 704.2760	0.000 0.000 0.000
item_ammo_357_ttt	-4021.0000 -498.0000 704.2760	0.000 0.000 0.000
item_ammo_357_ttt	-4032.8000 -497.8360 704.2760	0.000 0.000 0.000
item_ammo_357_ttt	-4032.8000 -516.1660 704.2760	0.000 0.000 0.000
item_ammo_357_ttt	-4021.0000 -516.3300 704.2760	0.000 0.000 0.000
item_ammo_357_ttt	-4009.0000 -516.3300 704.2760	0.000 0.000 0.000
item_ammo_357_ttt	-4032.8000 -534.1660 704.2760	0.000 0.000 0.000
item_ammo_357_ttt	-4021.0000 -534.3300 704.2760	0.000 0.000 0.000
item_ammo_357_ttt	-4009.0000 -534.3300 704.2760	0.000 0.000 0.000
item_ammo_357_ttt	-1523.4236 873.2856 1568.3621	0.456 0.058 0.043
item_ammo_357_ttt	-1543.6930 872.7191 1568.3865	0.461 0.056 0.033
item_ammo_357_ttt	-1113.3051 1268.9369 1568.3604	0.456 0.058 0.044
item_ammo_357_ttt	-1131.0613 1269.5471 1568.3586	0.456 0.060 0.044
item_ammo_357_ttt	-79.0101 46.2386 1152.3430	0.465 0.064 0.046
item_ammo_357_ttt	-103.5608 46.6695 1152.3201	0.463 0.075 0.055
item_ammo_revolver_ttt	-3733.0000 -14.0000 704.2760	0.000 0.000 0.000
item_ammo_revolver_ttt	-3721.0000 -14.0000 704.2760	0.000 0.000 0.000
item_ammo_revolver_ttt	-3696.8000 -13.8358 704.2760	0.000 0.000 0.000
item_ammo_revolver_ttt	-3708.8000 -13.8358 704.2760	0.000 0.000 0.000
item_ammo_revolver_ttt	-3660.6101 -13.6716 704.2760	0.000 0.000 0.000
item_ammo_revolver_ttt	-3672.8000 -13.8358 704.2760	0.000 0.000 0.000
item_ammo_revolver_ttt	-3684.8000 -13.8358 704.2760	0.000 0.000 0.000
item_ammo_revolver_ttt	-3660.4099 -38.5074 704.2760	0.000 0.000 0.000
item_ammo_revolver_ttt	-3672.6101 -38.6716 704.2760	0.000 0.000 0.000
item_ammo_revolver_ttt	-3684.6101 -38.6716 704.2760	0.000 0.000 0.000
item_ammo_revolver_ttt	-3696.6101 -38.6716 704.2760	0.000 0.000 0.000
item_ammo_revolver_ttt	-3708.6101 -38.6716 704.2760	0.000 0.000 0.000
item_ammo_revolver_ttt	-3720.8000 -38.8358 704.2760	0.000 0.000 0.000
item_ammo_revolver_ttt	-3732.8000 -38.8358 704.2760	0.000 0.000 0.000
item_ammo_revolver_ttt	-1456.6100 837.1640 704.2760	0.000 315.000 0.000
item_ammo_revolver_ttt	-1439.1899 854.8640 704.2760	0.000 315.000 0.000
item_ammo_revolver_ttt	-1447.9301 863.3710 704.2760	0.000 315.000 0.000
item_ammo_revolver_ttt	-1465.3500 845.6720 704.2760	0.000 315.000 0.000
item_ammo_revolver_ttt	-1473.8400 854.1570 704.2760	0.000 315.000 0.000
item_ammo_revolver_ttt	-1456.4200 871.8570 704.2760	0.000 315.000 0.000
item_ammo_revolver_ttt	-1464.9000 880.3420 704.2760	0.000 315.000 0.000
item_ammo_revolver_ttt	-1482.3199 862.6420 704.2760	0.000 315.000 0.000
item_ammo_revolver_ttt	-1490.8101 871.1270 704.2760	0.000 315.000 0.000
item_ammo_revolver_ttt	-1473.3900 888.8270 704.2760	0.000 315.000 0.000
item_ammo_revolver_ttt	-1482.1300 897.3350 704.2760	0.000 315.000 0.000
item_ammo_revolver_ttt	-1499.5500 879.6350 704.2760	0.000 315.000 0.000
item_ammo_revolver_ttt	-1508.0300 888.1200 704.2760	0.000 315.000 0.000
item_ammo_revolver_ttt	-1490.6100 905.8200 704.2760	0.000 315.000 0.000
item_ammo_revolver_ttt	43.7821 -29.5074 704.2760	0.000 0.000 0.000
item_ammo_revolver_ttt	43.5868 -4.6716 704.2760	0.000 0.000 0.000
item_ammo_revolver_ttt	31.3910 -4.8358 704.2760	0.000 0.000 0.000
item_ammo_revolver_ttt	31.5863 -29.6716 704.2760	0.000 0.000 0.000
item_ammo_revolver_ttt	19.5863 -29.6716 704.2760	0.000 0.000 0.000
item_ammo_revolver_ttt	19.3910 -4.8358 704.2760	0.000 0.000 0.000
item_ammo_revolver_ttt	7.3914 -4.8358 704.2760	0.000 0.000 0.000
item_ammo_revolver_ttt	7.5868 -29.6716 704.2760	0.000 0.000 0.000
item_ammo_revolver_ttt	-4.4132 -29.6716 704.2760	0.000 0.000 0.000
item_ammo_revolver_ttt	-4.6086 -4.8358 704.2760	0.000 0.000 0.000
item_ammo_revolver_ttt	-16.8044 -5.0000 704.2760	0.000 0.000 0.000
item_ammo_revolver_ttt	-16.6090 -29.8358 704.2760	0.000 0.000 0.000
item_ammo_revolver_ttt	-28.6090 -29.8358 704.2760	0.000 0.000 0.000
item_ammo_revolver_ttt	-28.8044 -5.0000 704.2760	0.000 0.000 0.000
item_ammo_revolver_ttt	-426.1900 -2541.5100 448.2760	0.000 0.000 0.000
item_ammo_revolver_ttt	-426.3850 -2516.6699 448.2760	0.000 0.000 0.000
item_ammo_revolver_ttt	-438.5810 -2516.8401 448.2760	0.000 0.000 0.000
item_ammo_revolver_ttt	-438.3860 -2541.6699 448.2760	0.000 0.000 0.000
item_ammo_revolver_ttt	-450.3860 -2541.6699 448.2760	0.000 0.000 0.000
item_ammo_revolver_ttt	-450.5810 -2516.8401 448.2760	0.000 0.000 0.000
item_ammo_revolver_ttt	-462.5810 -2516.8401 448.2760	0.000 0.000 0.000
item_ammo_revolver_ttt	-462.3850 -2541.6699 448.2760	0.000 0.000 0.000
item_ammo_revolver_ttt	-474.3850 -2541.6699 448.2760	0.000 0.000 0.000
item_ammo_revolver_ttt	-474.5810 -2516.8401 448.2760	0.000 0.000 0.000
item_ammo_revolver_ttt	-486.7760 -2517.0000 448.2760	0.000 0.000 0.000
item_ammo_revolver_ttt	-486.5810 -2541.8401 448.2760	0.000 0.000 0.000
item_ammo_revolver_ttt	-498.5810 -2541.8401 448.2760	0.000 0.000 0.000
item_ammo_revolver_ttt	-498.7760 -2517.0000 448.2760	0.000 0.000 0.000
item_ammo_revolver_ttt	-1257.5774 -1751.5741 448.3641	0.467 0.060 0.039
item_ammo_revolver_ttt	-1242.8312 -1764.8334 448.3575	0.466 0.062 0.041
item_ammo_revolver_ttt	-1259.4613 -1784.6617 448.3689	0.467 0.059 0.037
item_ammo_revolver_ttt	-3005.3733 -256.3633 448.3637	0.456 0.057 0.043
item_ammo_revolver_ttt	-3004.9678 -241.3541 448.3570	0.455 0.059 0.046
item_ammo_revolver_ttt	-1570.1335 856.1144 944.3684	0.457 0.056 0.041
item_ammo_revolver_ttt	-1555.1008 855.2757 944.3669	0.457 0.057 0.042
item_ammo_revolver_ttt	-1635.1838 649.6758 1152.3424	0.452 0.061 0.052
item_ammo_revolver_ttt	-1590.0149 642.2543 1152.3147	0.446 0.072 0.063
item_ammo_revolver_ttt	-379.5371 -305.8239 704.3193	0.447 0.072 0.061
item_ammo_revolver_ttt	-391.0848 -275.2035 704.3699	0.458 0.056 0.041
item_ammo_rifle_ttt	-3881.0010 -928.8701 704.3707	-0.112 -0.019 -0.034
item_ammo_rifle_ttt	-3896.4404 -930.0947 704.3727	-0.110 -0.019 -0.033
item_ammo_rifle_ttt	-3915.4529 -931.7479 704.3627	-0.119 -0.019 -0.036
item_ammo_rifle_ttt	-3929.2705 -927.8950 704.3333	-0.145 -0.018 -0.044
item_ammo_rifle_ttt	-3890.2688 -890.2032 704.3688	-0.113 -0.019 -0.034
item_ammo_rifle_ttt	-3907.1140 -893.2781 704.3920	-0.093 -0.020 -0.028
item_ammo_rifle_ttt	-3923.1028 -895.4515 704.3764	-0.107 -0.019 -0.032
item_ammo_rifle_ttt	-378.0457 131.5095 1152.3835	-0.101 -0.019 -0.030
item_ammo_rifle_ttt	-364.6859 131.9602 1152.3951	-0.091 -0.020 -0.027
item_ammo_rifle_ttt	-76.9133 -450.4845 832.3818	-0.102 -0.020 -0.031
item_ammo_rifle_ttt	-75.4714 -474.9299 832.3333	-0.145 -0.018 -0.044
item_ammo_rifle_ttt	41.9730 -152.2541 448.3543	-0.126 -0.019 -0.038
