# Trouble in Terrorist Town weapon/ammo placement overrides
# For map: dm_richland
# Exported by: NinjaTuna
setting:	replacespawns 1
ttt_random_weapon	254.6651 811.9344 41.1711	1.267 6.893 -98.310
ttt_random_weapon	-528.3743 1767.4456 98.0675	2.151 8.592 -91.940
ttt_random_weapon	254.6651 811.9344 41.1711	1.267 6.893 -98.310
ttt_random_weapon	-957.0011 1188.7688 2.1972	1.907 4.928 -92.523
ttt_random_weapon	707.5428 1089.6566 2.1994	1.882 4.926 -92.582
ttt_random_weapon	517.9480 532.8139 -126.7950	1.819 4.928 -92.725
ttt_random_weapon	776.5834 99.4910 185.7435	-2.147 -99.898 86.205
ttt_random_weapon	906.1448 418.7589 177.1924	1.925 5.709 -92.622
ttt_random_weapon	803.8828 324.2423 177.2017	1.827 5.712 -92.824
ttt_random_weapon	683.4075 173.4946 177.2037	1.805 5.714 -92.869
ttt_random_weapon	626.0272 -101.1653 231.7317	-2.289 74.280 86.435
ttt_random_weapon	-450.7374 -411.3225 177.2088	1.751 5.717 -92.980
ttt_random_weapon	-260.7095 -133.9664 194.0433	1.585 85.803 -94.510
ttt_random_weapon	-882.7224 -364.2177 177.1933	1.916 5.709 -92.640
weapon_ttt_tmp	-305.1133 -88.4769 54.7188	-0.424 -24.195 -92.343
weapon_ttt_tmp	-685.1386 185.4730 16.8320	-1.517 29.788 91.542
weapon_ttt_tmp	-497.0723 181.9383 308.7430	-0.482 -22.130 -92.005
weapon_ttt_tmp	-234.2997 1953.6760 80.8292	-1.533 17.745 91.551
weapon_ttt_tmp	651.3794 384.1715 222.8309	-1.524 8.566 91.546
weapon_ttt_sg550	-629.0087 -524.6415 309.5894	0.389 -13.322 -89.220
weapon_ttt_sg550	631.2645 526.1180 309.7100	0.456 -13.053 -91.203
weapon_ttt_sg550	-606.6146 -10.3914 569.6732	0.295 89.926 -90.687
weapon_ttt_sg550	-103.3679 1803.6796 225.4579	0.229 -18.065 -86.387
item_box_buckshot_ttt	-57.7902 1826.3876 124.4189	-0.816 -0.008 0.694
item_box_buckshot_ttt	-87.6834 1881.6705 119.9300	0.717 -0.365 0.353
item_box_buckshot_ttt	-83.9728 1898.7582 100.8244	0.220 -0.128 -1.138
item_box_buckshot_ttt	-1099.1708 -1310.2334 152.4147	-0.770 -0.005 0.684
item_box_buckshot_ttt	-1208.1530 -1317.4052 216.3958	-0.933 -0.002 0.831
item_box_buckshot_ttt	-184.1227 1570.5825 -23.4966	0.773 -0.001 0.514
item_box_buckshot_ttt	-167.8491 1916.1737 -54.5202	0.916 0.006 -0.286
item_box_buckshot_ttt	-435.0595 1906.7424 -54.5592	-0.561 -0.007 0.500
item_box_buckshot_ttt	646.0897 -157.0115 308.4112	0.528 -0.110 0.071
item_box_buckshot_ttt	668.2595 -157.3506 308.3974	0.710 -0.103 0.191
item_box_buckshot_ttt	781.0350 -75.1923 348.5619	0.021 0.774 0.039
item_box_buckshot_ttt	307.1423 453.3512 216.6726	0.126 0.927 -0.377
item_box_buckshot_ttt	247.9278 234.9015 176.4016	-0.862 -0.011 0.767
item_box_buckshot_ttt	255.3827 68.6910 195.8942	-0.606 0.662 -0.965
item_box_buckshot_ttt	1021.2084 -305.1272 50.1829	-0.179 -5.152 0.097
item_box_buckshot_ttt	1033.0349 -109.3845 66.4476	1.579 -0.066 -0.388
item_box_buckshot_ttt	239.7545 -322.1693 48.6884	-0.051 1.676 -0.091
item_box_buckshot_ttt	250.9891 -421.8753 48.5904	-0.355 0.095 0.315
item_box_buckshot_ttt	-1003.0780 -178.9927 222.0558	-1.189 -0.081 0.228
item_box_buckshot_ttt	-836.2897 -81.0703 216.0729	-0.562 0.051 0.041
item_box_buckshot_ttt	-470.4345 38.1681 199.9826	84.117 79.985 -0.453
item_box_buckshot_ttt	-482.5804 94.3405 199.7725	82.019 97.862 10.392
item_box_buckshot_ttt	-261.6205 194.2668 193.1793	0.573 0.035 0.115
item_box_buckshot_ttt	-703.9302 721.1761 20.5259	-0.513 0.001 0.466
item_box_buckshot_ttt	-683.4796 721.2001 20.4532	-0.953 -0.002 0.833
item_box_buckshot_ttt	580.9487 245.5760 152.4538	1.436 -0.083 -0.356
item_box_buckshot_ttt	583.7084 277.9523 128.4355	-0.600 -0.007 0.533
item_box_buckshot_ttt	583.9847 297.8817 116.3801	-0.029 0.002 0.107
weapon_ttt_ak47	-1014.1371 255.1235 208.5110	-0.186 2.593 -87.861
weapon_ttt_ak47	-779.0013 -185.8901 308.0215	-0.059 47.129 -88.470
weapon_ttt_ak47	-553.6651 1592.4528 81.0727	-0.055 -15.275 88.192
weapon_ttt_ak47	402.7242 102.4757 177.0617	-0.012 -16.216 87.551
weapon_ttt_ak47	-408.4991 -360.1075 177.0642	-0.022 -16.217 87.697
item_ammo_smg1_ttt	-339.7559 1984.4020 114.3348	-0.597 1.768 -0.284
item_ammo_smg1_ttt	-341.0935 1939.8027 114.3270	-0.296 1.627 -0.093
item_ammo_smg1_ttt	377.6479 -551.2049 -127.5911	0.239 -0.005 0.149
item_ammo_smg1_ttt	401.2231 -550.9323 -127.5756	0.526 -0.004 0.341
item_ammo_smg1_ttt	-72.9456 1937.0812 -45.7541	-0.052 0.269 -0.007
item_ammo_smg1_ttt	-76.0987 1971.0354 -45.7838	0.499 0.009 0.449
item_ammo_smg1_ttt	1315.0381 -1315.0149 24.5020	0.538 -0.253 0.061
item_ammo_smg1_ttt	1335.7328 -1314.9633 24.5108	-0.189 0.360 0.485
item_ammo_smg1_ttt	259.2156 371.3476 35.9322	0.471 -0.007 0.400
item_ammo_smg1_ttt	275.1572 84.5553 53.7878	-0.194 0.105 -0.146
item_ammo_smg1_ttt	935.0455 -356.3299 213.4630	0.020 0.045 0.142
item_ammo_smg1_ttt	1022.7617 -242.3711 221.4262	-0.127 -0.340 -0.047
item_ammo_smg1_ttt	678.2674 362.1019 258.4902	0.013 0.151 0.025
item_ammo_smg1_ttt	338.0641 -58.5782 216.7185	-1.049 -0.352 -0.886
item_ammo_smg1_ttt	398.3193 -26.0887 216.5611	0.165 -0.049 -0.088
item_ammo_smg1_ttt	-349.7981 -438.1850 35.9310	-0.424 0.096 -0.320
item_ammo_smg1_ttt	-348.8986 -360.7601 43.8298	-89.341 -1.046 -0.568
item_ammo_smg1_ttt	-776.9865 41.8961 58.4500	0.292 3.294 -0.193
item_ammo_smg1_ttt	-766.5085 312.1342 33.4042	0.057 10.875 0.030
item_ammo_smg1_ttt	-474.0960 163.3490 307.5570	0.006 -0.005 -0.000
item_ammo_smg1_ttt	-496.9192 166.0390 307.4737	-0.158 0.440 0.189
item_ammo_smg1_ttt	702.8674 367.9032 258.4789	-0.538 -0.269 -0.074
item_ammo_smg1_ttt	652.2077 362.2287 258.5341	-1.115 0.479 -0.297
item_ammo_smg1_ttt	677.1014 433.6299 176.5014	0.814 0.011 0.605
weapon_zm_shotgun	-42.0951 1826.9563 125.0200	-0.545 -9.243 -86.113
weapon_zm_shotgun	-189.3485 1624.3574 -22.4243	-0.759 7.144 92.089
weapon_zm_shotgun	650.2067 -134.8501 309.0143	-0.443 -9.319 -84.135
weapon_zm_shotgun	347.0229 373.0755 177.2580	-0.765 -15.193 -92.641
weapon_zm_shotgun	992.6893 -361.9673 36.4395	-0.490 -69.740 -84.165
weapon_zm_shotgun	325.7983 -344.6321 41.9182	-32.439 -6.316 96.897
weapon_zm_shotgun	-1018.8494 -142.9168 225.7366	-1.519 6.700 83.798
weapon_zm_shotgun	-486.7956 75.9481 184.9933	-0.756 -42.228 -86.122
weapon_ttt_m16	-304.9631 1772.2849 99.2154	2.249 -44.273 -85.273
weapon_ttt_m16	782.1483 -860.3380 -140.8203	2.033 -8.317 84.576
weapon_ttt_m16	-4.2729 1073.3035 2.1727	2.184 -8.225 84.402
weapon_ttt_m16	496.6874 124.0884 59.1604	2.240 4.527 84.206
weapon_ttt_m16	943.5365 146.9315 177.1963	2.457 -8.450 84.620
weapon_ttt_m16	-836.6423 -188.6889 39.2894	-43.903 -9.549 91.127
weapon_zm_molotov	-222.4044 1775.4410 84.5457	0.229 -0.195 -0.045
weapon_zm_molotov	588.5452 1705.3379 72.1593	0.620 -0.501 -5.395
weapon_zm_molotov	185.6410 1721.2103 -19.2567	1.181 1.364 0.532
weapon_zm_molotov	1481.5841 -1388.2285 69.1052	-0.632 0.133 -0.454
weapon_zm_molotov	342.0844 31.6991 184.8094	4.114 -0.037 -0.651
weapon_zm_molotov	-258.2764 -65.9695 211.4356	40.250 0.357 -89.805
weapon_zm_molotov	-662.9270 -92.7856 216.6425	0.368 0.003 0.104
weapon_zm_molotov	-734.8057 -289.6689 84.1731	-78.442 -94.077 90.649
weapon_zm_molotov	-786.6586 -29.4475 67.5759	2.691 -0.331 0.205
weapon_zm_molotov	-633.4669 93.7444 231.5366	47.509 63.160 87.780
weapon_zm_molotov	-1006.6235 459.2434 177.6085	45.987 -12.789 89.979
weapon_zm_rifle	-638.4078 532.5702 309.3416	3.309 9.485 65.174
weapon_zm_rifle	629.5056 -524.6917 309.3914	3.180 -24.516 67.350
weapon_zm_rifle	-1123.5956 -1171.7301 281.3540	3.308 11.773 65.271
weapon_zm_rifle	-103.3955 1751.3010 225.3161	3.337 11.487 64.543
weapon_zm_rifle	650.8265 -10.1710 569.3054	3.449 115.517 65.363
weapon_zm_rifle	953.4728 1700.0615 253.6143	3.322 7.404 64.903
weapon_ttt_famas	-511.4648 436.3152 25.7604	19.370 -21.407 -96.736
weapon_ttt_famas	-375.4178 1844.7773 102.1055	-0.016 -90.553 84.498
weapon_ttt_famas	688.7057 -1122.1628 -130.7291	14.891 11.629 93.724
weapon_ttt_famas	480.7136 181.4091 308.3178	0.051 -55.599 89.754
weapon_ttt_famas	908.7637 275.7354 17.2702	0.000 16.398 89.234
weapon_zm_sledge	140.0885 -1212.2726 36.5039	18.046 96.256 3.473
weapon_zm_sledge	535.3624 1683.3541 74.0956	18.212 2.147 2.709
weapon_zm_sledge	744.8069 -351.0131 45.8306	8.833 96.936 3.336
weapon_zm_sledge	-265.9120 238.9075 20.4203	18.523 0.177 2.820
weapon_zm_sledge	-881.1740 298.0574 180.4183	18.499 0.187 2.843
ttt_random_ammo	127.5299 1889.4056 80.3422	0.046 0.000 -0.021
ttt_random_ammo	161.9844 1950.8015 80.3512	0.051 0.000 -0.011
ttt_random_ammo	-517.7751 1728.5360 97.3797	-0.018 0.220 0.020
ttt_random_ammo	-531.6367 1725.9316 97.3173	0.357 3.581 0.964
ttt_random_ammo	-526.5676 1721.1201 97.3015	0.016 0.043 0.319
ttt_random_ammo	194.2118 1777.5518 99.5735	-1.024 19.817 89.964
ttt_random_ammo	123.4934 1547.8281 96.7363	-0.150 -0.364 -0.335
ttt_random_ammo	330.0208 1550.9237 80.3745	0.116 0.000 0.080
ttt_random_ammo	-523.0239 1991.8312 -42.1310	0.404 -0.365 -4.627
ttt_random_ammo	271.9385 671.7897 40.5665	0.948 2.234 8.567
ttt_random_ammo	618.3419 810.7216 43.0304	1.610 -0.159 -96.914
ttt_random_ammo	630.0748 672.3952 36.8896	0.238 0.169 3.106
ttt_random_ammo	127.5299 1889.4056 80.3422	0.046 0.000 -0.021
ttt_random_ammo	161.9844 1950.8015 80.3512	0.051 0.000 -0.011
ttt_random_ammo	127.5299 1889.4056 80.3422	0.046 0.000 -0.021
ttt_random_ammo	161.9844 1950.8015 80.3512	0.051 0.000 -0.011
ttt_random_ammo	-517.7751 1728.5360 97.3797	-0.018 0.220 0.020
ttt_random_ammo	-531.6367 1725.9316 97.3173	0.357 3.581 0.964
ttt_random_ammo	-526.5676 1721.1201 97.3015	0.016 0.043 0.319
ttt_random_ammo	194.2118 1777.5518 99.5735	-1.024 19.817 89.964
ttt_random_ammo	123.4934 1547.8281 96.7363	-0.150 -0.364 -0.335
ttt_random_ammo	330.0208 1550.9237 80.3745	0.116 0.000 0.080
ttt_random_ammo	-523.0239 1991.8312 -42.1310	0.404 -0.365 -4.627
ttt_random_ammo	271.9385 671.7897 40.5665	0.948 2.234 8.567
ttt_random_ammo	618.3419 810.7216 43.0304	1.610 -0.159 -96.914
ttt_random_ammo	630.0748 672.3952 36.8896	0.238 0.169 3.106
ttt_random_ammo	-539.4641 1737.2117 -63.6272	0.109 0.000 0.069
ttt_random_ammo	-637.8495 1057.7502 1.3840	0.244 0.001 0.239
ttt_random_ammo	-329.4027 1247.5675 1.3825	0.216 0.001 0.204
ttt_random_ammo	198.4681 1014.4504 1.3745	0.121 0.000 0.085
ttt_random_ammo	489.2693 1253.5405 1.3692	0.091 0.000 0.045
ttt_random_ammo	2.1813 537.2594 16.3745	0.121 0.000 0.085
ttt_random_ammo	-5.9416 -573.3923 16.3575	0.060 -0.000 -0.001
ttt_random_ammo	732.8262 -73.2754 348.4786	-0.112 -0.786 0.005
ttt_random_ammo	718.7910 92.1234 350.8303	0.057 22.028 -89.952
ttt_random_ammo	831.2413 72.3239 348.4989	-0.405 0.619 0.366
ttt_random_ammo	836.6780 175.4709 348.4122	-0.189 1.625 0.213
ttt_random_ammo	484.1406 564.9569 -127.6308	0.091 0.000 0.045
ttt_random_ammo	520.6783 566.2214 -127.6206	0.170 0.001 0.147
ttt_random_ammo	471.8643 70.8167 200.6550	7.387 64.338 -89.384
ttt_random_ammo	784.3498 63.7880 184.3304	0.047 -0.000 0.029
ttt_random_ammo	783.5788 40.0945 184.3727	0.110 -0.000 -0.070
ttt_random_ammo	935.3236 320.7609 176.3554	0.054 -0.000 0.004
ttt_random_ammo	815.6139 422.1049 176.4030	1.688 -0.029 -2.019
ttt_random_ammo	856.6660 367.4646 176.3838	0.230 -0.001 -0.224
ttt_random_ammo	549.6168 -70.4074 176.3400	0.048 0.000 -0.023
ttt_random_ammo	699.0782 -69.2381 176.3728	0.111 0.000 0.071
ttt_random_ammo	-552.2174 -73.7117 176.3745	0.123 0.000 0.087
ttt_random_ammo	-339.9644 -123.5980 176.3227	0.045 0.000 -0.032
ttt_random_ammo	-336.0109 -228.4278 176.3793	0.161 -0.001 -0.138
ttt_random_ammo	-256.5070 -434.4039 193.2288	-0.030 4.378 -1.665
ttt_random_ammo	-254.5546 -244.8407 176.3777	0.144 -0.001 -0.115
ttt_random_ammo	-414.1978 -248.5164 176.3777	0.143 -0.001 -0.115
ttt_random_ammo	-955.8787 -362.2892 176.3727	0.104 -0.000 -0.065
ttt_random_ammo	-831.3660 -366.0883 176.4909	0.492 1.893 -0.596
ttt_random_ammo	-656.4000 96.3546 212.5124	-0.012 0.165 -0.129
ttt_random_ammo	-602.2629 97.3849 212.5262	0.004 -0.129 0.086
ttt_random_ammo	-239.9596 259.5094 205.7263	0.017 0.000 -0.065
weapon_zm_mac10	-302.0560 1992.6437 81.0403	-0.053 66.066 88.513
weapon_zm_mac10	-333.7443 1990.5240 80.9277	-0.285 -98.200 88.099
weapon_zm_mac10	331.4394 -549.5094 -126.7431	-0.218 -37.666 -88.546
weapon_zm_mac10	327.4235 1833.1033 -39.4771	-0.169 74.929 90.046
weapon_zm_mac10	1290.7726 -1313.0282 25.2642	-0.099 -37.598 -88.539
weapon_zm_mac10	374.3385 440.0340 34.1075	-0.426 7.383 -87.806
weapon_zm_mac10	745.8233 -282.3815 224.1765	0.285 -40.108 -88.625
weapon_zm_mac10	685.6711 386.4472 223.3026	-0.230 -44.570 -88.513
weapon_zm_mac10	295.0503 -36.7934 217.4332	0.189 -58.253 -87.602
weapon_zm_mac10	-325.8355 -432.4747 36.7041	-0.477 -43.811 -88.457
weapon_zm_mac10	-958.1993 99.6481 54.6467	0.716 -50.514 -87.608
item_ammo_357_ttt	-613.6255 512.1600 308.3700	0.458 0.059 0.039
item_ammo_357_ttt	-639.8577 510.1023 308.3637	0.457 0.060 0.042
item_ammo_357_ttt	611.9088 -515.9889 308.3653	0.458 0.060 0.041
item_ammo_357_ttt	612.9294 -531.4310 308.4533	0.408 -7.977 0.165
item_ammo_357_ttt	-1110.0168 -1213.7949 280.3605	0.457 0.060 0.043
item_ammo_357_ttt	-1124.9121 -1214.3474 280.3605	0.457 0.060 0.043
item_ammo_357_ttt	-96.7671 1630.8638 224.4485	1.410 -0.102 -0.548
item_ammo_357_ttt	-600.9897 1632.2391 224.3609	0.467 0.060 0.040
item_ammo_357_ttt	612.0747 38.2229 568.3588	0.456 0.062 0.044
item_ammo_357_ttt	614.5436 -39.6483 568.3669	0.458 0.060 0.041
item_ammo_357_ttt	1037.4796 1655.9186 252.6265	0.457 0.060 0.043
item_ammo_357_ttt	971.5662 1661.8248 252.6282	0.457 0.060 0.043
item_ammo_357_ttt	-644.7982 23.0873 568.3621	0.457 0.060 0.043
item_ammo_357_ttt	-645.7816 -29.0889 568.3425	0.453 0.064 0.050
item_ammo_357_ttt	-651.2856 -520.6432 308.3536	0.455 0.062 0.046
item_ammo_357_ttt	-606.9738 -503.6685 308.3605	0.457 0.060 0.043
item_ammo_357_ttt	-609.7568 -539.5328 308.3554	0.456 0.062 0.045
item_ammo_357_ttt	648.9610 505.5527 308.3101	0.447 0.074 0.063
item_ammo_357_ttt	604.2481 526.4330 308.3669	0.458 0.060 0.041
item_ammo_357_ttt	647.6890 537.4603 308.3519	0.455 0.062 0.047
item_ammo_357_ttt	-90.5267 1777.3677 224.3625	0.467 0.060 0.039
item_ammo_revolver_ttt	332.1919 2005.6110 80.3592	0.467 0.062 0.040
item_ammo_revolver_ttt	335.5124 1978.5452 80.3523	0.466 0.062 0.043
item_ammo_revolver_ttt	-945.1324 -1216.2538 72.3605	0.457 0.060 0.043
item_ammo_revolver_ttt	-908.4594 -1212.8011 56.3685	0.458 0.059 0.040
item_ammo_revolver_ttt	-879.4151 -1208.1559 40.3653	0.458 0.060 0.041
item_ammo_revolver_ttt	-160.5482 -417.1082 -127.6429	0.455 0.060 0.045
item_ammo_revolver_ttt	-625.6642 -636.5198 -118.9136	-12.126 0.737 -0.195
item_ammo_revolver_ttt	-6.3781 -4.3443 -127.6829	0.448 0.073 0.061
item_ammo_revolver_ttt	-574.4783 1995.8551 -56.0937	0.438 -0.492 -0.111
item_ammo_revolver_ttt	-606.6113 1994.6194 -56.1129	0.438 -0.521 -0.111
item_ammo_revolver_ttt	-582.5865 1999.0017 -56.1053	0.438 -0.546 -0.111
item_ammo_revolver_ttt	-588.8716 1990.9344 -56.1012	0.306 6.104 -0.115
item_ammo_revolver_ttt	108.3932 1630.1865 -21.1006	-3.914 0.368 0.020
item_ammo_revolver_ttt	110.1228 1610.3717 -20.9844	-3.912 -1.088 0.131
item_ammo_revolver_ttt	89.3777 1610.1064 -22.6024	-4.068 -0.238 0.023
item_ammo_revolver_ttt	91.3908 1631.6041 -22.5167	-4.330 -0.057 -0.122
item_ammo_revolver_ttt	-2.0509 242.7835 19.2623	-2.096 -0.379 0.089
item_ammo_revolver_ttt	-2.0202 124.7358 20.1907	-3.374 -0.215 -0.375
item_ammo_revolver_ttt	-5.0178 -63.0931 19.7925	-0.653 -0.226 0.096
item_ammo_revolver_ttt	1384.1996 -1460.8629 71.3621	0.457 0.060 0.043
item_ammo_revolver_ttt	1372.9529 -1461.0157 71.3653	0.458 0.060 0.041
item_ammo_revolver_ttt	1363.0181 -1461.0864 71.3637	0.457 0.060 0.042
item_ammo_revolver_ttt	1352.7802 -1460.5276 71.3605	0.457 0.060 0.043
item_ammo_revolver_ttt	941.3397 4.5273 308.4337	1.158 -0.172 -0.997
item_ammo_revolver_ttt	950.8544 6.0361 308.4344	0.980 -0.299 -0.861
item_ammo_revolver_ttt	932.5930 6.0210 308.4554	0.734 -0.411 -0.391
item_ammo_revolver_ttt	294.2319 -121.4014 313.0166	0.256 3.008 -89.156
item_ammo_revolver_ttt	302.8794 -121.8212 313.0884	0.003 9.414 -89.612
item_ammo_revolver_ttt	310.7965 -121.9886 313.0554	0.510 0.918 -89.320
item_ammo_revolver_ttt	333.3298 257.8100 264.3721	0.662 -0.076 0.010
item_ammo_revolver_ttt	351.5395 257.8227 264.3642	0.617 -0.175 -0.085
item_ammo_revolver_ttt	296.2729 256.7520 264.3886	1.056 0.677 -0.005
item_ammo_revolver_ttt	598.9199 96.1237 212.5569	0.456 -0.045 -0.015
item_ammo_revolver_ttt	598.2632 43.7832 193.2319	-5.622 0.143 0.780
item_ammo_revolver_ttt	660.4803 95.0767 212.4966	0.431 -0.051 -0.033
item_ammo_revolver_ttt	660.6363 44.1203 193.0464	6.151 0.363 6.886
item_ammo_revolver_ttt	1033.8522 -112.5980 226.4730	1.284 -0.431 -0.536
item_ammo_revolver_ttt	1033.8336 -361.6456 226.4722	1.045 -0.351 -0.377
item_ammo_revolver_ttt	532.4624 -33.5067 49.2093	0.763 -1.467 -0.849
item_ammo_revolver_ttt	504.2891 -36.6118 51.5218	-1.004 -0.635 -29.984
item_ammo_revolver_ttt	461.3768 -130.4310 58.4384	0.772 0.011 0.028
item_ammo_revolver_ttt	-573.6583 -230.3020 164.4270	0.786 -0.313 -0.826
