# Trouble in Terrorist Town weapon/ammo placement overrides
# For map: cs_desperados
# Exported by: NinjaTuna
setting:	replacespawns 1
ttt_random_ammo	2435.2686 -1939.5835 928.3227	0.046 -0.000 0.033
ttt_random_ammo	2430.0647 -1919.6038 928.3520	-0.052 -0.000 -0.011
ttt_random_ammo	2430.8247 -1914.1466 928.3383	-0.046 -0.000 -0.025
ttt_random_ammo	2432.9749 -1903.9670 928.3127	-0.047 -0.000 -0.037
ttt_random_ammo	2436.4063 -1898.2484 928.3782	-0.133 -0.000 0.100
ttt_random_ammo	2447.6509 -1894.3851 928.3311	-0.046 -0.000 -0.029
ttt_random_ammo	2454.6799 -1915.7783 928.3691	0.088 -0.000 -0.043
ttt_random_ammo	2458.6394 -1936.0193 928.3512	0.052 -0.000 0.011
ttt_random_ammo	2028.9863 -2793.4888 340.1219	7.776 -8.507 -51.659
ttt_random_ammo	2043.8960 -2806.2632 340.3012	9.986 10.792 -96.194
ttt_random_ammo	2027.5355 -2816.3594 344.1652	8.287 -3.215 -98.457
ttt_random_ammo	2020.3596 -2806.2378 343.8515	7.708 -2.514 -97.808
ttt_random_ammo	2023.1459 -2819.8777 342.9990	8.540 -0.987 -6.492
ttt_random_ammo	2018.0271 -2813.6748 344.7123	8.329 -3.072 -59.026
ttt_random_ammo	2038.3153 -2807.7817 341.2377	9.710 11.111 -95.464
ttt_random_ammo	2828.2192 -4193.8574 71.1248	1.671 0.043 2.022
ttt_random_ammo	2841.4250 -4206.7510 71.0730	0.066 0.000 0.015
ttt_random_ammo	2862.0198 -4219.6978 71.0816	0.101 0.000 0.062
ttt_random_ammo	1416.5933 -2921.2271 468.4631	0.059 -0.326 0.336
ttt_random_ammo	1416.7175 -2916.3816 468.4533	-0.248 1.911 0.252
ttt_random_ammo	1416.6630 -2903.1433 468.3812	-0.020 0.122 0.092
ttt_random_ammo	1416.3344 -2892.7959 471.5143	-1.493 1.452 -2.607
ttt_random_ammo	1416.5333 -2886.1709 470.8625	1.101 -0.186 7.550
ttt_random_ammo	1415.9193 -2878.5232 468.3637	0.007 -0.116 0.116
ttt_random_ammo	1838.2421 -4815.4512 -28.1131	5.175 -5.330 -54.575
ttt_random_ammo	1821.2631 -4804.1855 -27.2915	6.265 -7.240 -99.714
ttt_random_ammo	1814.9376 -4815.4536 -24.6600	5.768 -7.129 -99.383
ttt_random_ammo	1817.2928 -4833.0337 -22.0955	5.768 -7.129 -99.407
ttt_random_ammo	1638.9332 -4831.3506 -24.3764	-6.664 -78.155 -87.820
ttt_random_ammo	1647.3575 -4817.3809 -25.1546	-2.537 -86.478 86.451
ttt_random_ammo	1649.5664 -4788.6563 -25.1825	4.730 3.708 -88.138
ttt_random_ammo	1625.9241 -4783.0693 -23.9993	-18.289 -84.729 -86.184
ttt_random_ammo	1655.7246 -4764.6265 -24.2199	-2.730 136.430 -89.442
ttt_random_ammo	2437.1304 -1912.9164 1028.3541	-0.054 -0.000 -0.008
