# Trouble in Terrorist Town weapon/ammo placement overrides
# For map: ttt_cluedo_b5
# Exported by: -[S-G]- Inferno
setting:	replacespawns 1
weapon_zm_revolver	-377.2868 47.2951 -122.0857	2.443 -20.369 -83.781
weapon_zm_revolver	-412.2155 34.8971 -122.0831	2.441 -20.375 -83.840
weapon_zm_revolver	-434.6380 35.6040 -122.0975	2.454 -20.350 -83.514
weapon_zm_revolver	-453.3247 30.2007 -122.0839	2.441 -20.374 -83.821
weapon_zm_revolver	122.9261 -348.9686 102.4496	2.559 -20.520 -83.496
weapon_zm_revolver	-116.1877 -344.7381 102.4586	2.535 -20.538 -83.724
weapon_zm_revolver	174.4400 -657.4643 95.7406	2.465 -37.103 -84.527
weapon_zm_revolver	173.8666 -690.0364 95.7030	1.636 -22.150 -83.543
weapon_zm_revolver	951.3945 -1057.0338 37.3489	1.426 -22.211 -83.074
weapon_zm_revolver	943.5475 -1022.9255 37.3759	0.899 -20.755 -84.099
weapon_zm_revolver	-819.9927 -220.7913 37.0575	-0.858 -23.153 -86.524
weapon_zm_revolver	-969.1393 -224.1939 37.4549	1.254 -24.554 -89.424
item_ammo_smg1_ttt	-430.2830 -729.5690 81.2961	0.510 0.009 -0.321
item_ammo_smg1_ttt	-546.5173 -790.3621 83.8361	0.435 -0.049 -0.172
item_ammo_smg1_ttt	-608.7021 -790.0249 83.7805	0.199 0.121 0.187
item_ammo_smg1_ttt	-43.3822 1252.9576 45.1656	0.000 -0.993 -0.317
item_ammo_smg1_ttt	42.8516 1253.9474 45.1059	0.147 0.088 -0.071
item_ammo_smg1_ttt	851.2548 -1382.7483 40.3917	0.110 -0.005 0.062
item_ammo_smg1_ttt	824.1484 -1365.5433 40.5633	0.000 2.568 0.000
item_ammo_smg1_ttt	741.6496 -1363.9543 40.5075	-0.393 0.011 -0.316
item_ammo_smg1_ttt	774.2565 -1369.6017 40.4112	0.270 -0.005 0.169
item_ammo_smg1_ttt	-322.4548 -120.9925 -123.4850	-0.281 0.015 -0.242
item_ammo_smg1_ttt	-332.4872 -81.7791 -123.5935	0.214 -0.005 0.132
item_ammo_smg1_ttt	-456.2686 -37.4225 -123.5007	0.853 -0.013 -0.640
item_ammo_smg1_ttt	-403.9855 -32.3297 -123.5820	-0.375 0.005 0.240
item_ammo_smg1_ttt	-344.1560 470.7318 64.3917	0.110 -0.005 0.061
item_ammo_smg1_ttt	-325.8285 474.5403 64.4784	0.543 -0.083 0.236
item_ammo_smg1_ttt	-161.0756 777.1147 64.4223	0.476 -0.004 0.307
item_ammo_smg1_ttt	-140.9928 786.1100 64.5018	-0.813 0.012 -0.611
item_ammo_smg1_ttt	506.4930 -222.6652 101.2082	0.903 -0.091 0.602
item_ammo_smg1_ttt	539.8560 -221.4397 101.8509	-7.742 0.119 0.262
item_ammo_smg1_ttt	711.3718 -564.4921 64.4326	-0.835 0.001 0.548
item_ammo_smg1_ttt	686.2832 -541.0323 64.3864	-0.088 0.005 0.046
item_ammo_smg1_ttt	-593.6025 -737.9578 204.4371	1.103 0.002 0.727
item_ammo_smg1_ttt	-572.7807 -763.3974 204.5040	-0.733 0.012 -0.555
item_ammo_smg1_ttt	-526.3784 -756.2668 204.5359	-0.145 0.018 -0.128
item_ammo_smg1_ttt	-492.8237 -721.7395 204.3864	0.088 -0.005 0.047
weapon_zm_shotgun	-808.7974 879.2243 36.7826	-1.888 4.182 85.700
weapon_zm_shotgun	-14.1569 1226.5714 45.9112	-0.212 8.358 83.493
weapon_zm_shotgun	-3.4144 1186.7938 45.9157	-0.264 8.840 83.736
weapon_zm_shotgun	518.4218 174.3976 102.3843	9.488 -0.320 -1.357
weapon_zm_shotgun	956.2277 -587.9162 36.6416	-2.047 -8.887 -85.993
weapon_zm_shotgun	823.4064 -1338.1483 41.2689	-0.285 8.299 83.832
weapon_zm_shotgun	708.9204 -1352.5006 41.2469	-0.832 8.536 85.821
weapon_zm_shotgun	596.6453 -1347.4852 41.2724	-0.324 8.301 84.018
weapon_zm_shotgun	-608.7324 -67.7214 -122.7253	-0.351 8.582 84.144
weapon_zm_shotgun	-362.3990 -567.3351 -122.7375	-0.212 8.296 83.490
weapon_zm_shotgun	-421.1696 -602.6138 -122.7348	-0.242 8.298 83.631
weapon_zm_shotgun	180.6439 -399.2855 -122.7342	-0.249 8.297 83.667
weapon_zm_shotgun	-655.0052 733.8068 104.9818	-0.324 -9.073 -83.545
weapon_zm_shotgun	-581.9363 733.3822 104.9603	-0.366 -8.420 -83.203
weapon_zm_shotgun	0.3542 774.0010 65.9809	6.503 -6.167 -48.781
weapon_zm_shotgun	142.9922 589.4197 65.2610	-0.426 9.497 84.063
weapon_zm_shotgun	547.8646 -231.6916 101.9042	-0.594 9.834 86.192
weapon_zm_shotgun	671.2737 -700.0591 97.2823	-0.239 8.358 83.619
weapon_zm_shotgun	293.8434 65.3008 65.2569	-0.763 -10.117 -92.615
weapon_zm_shotgun	862.4375 881.7730 36.4488	-0.859 9.086 95.867
weapon_ttt_m16	-422.4666 -1278.4783 37.6910	2.722 3.188 -85.390
weapon_ttt_m16	-739.3391 -599.7795 88.0033	-0.549 -0.074 0.779
weapon_ttt_m16	427.9493 635.1767 101.6893	1.931 -8.672 84.217
weapon_ttt_m16	631.5964 163.0754 101.1602	2.290 -5.929 85.180
weapon_ttt_m16	753.3526 -1405.0864 41.1365	2.042 -2.526 83.984
weapon_ttt_m16	714.3564 -1402.8512 41.1592	2.037 -7.099 84.294
weapon_ttt_m16	535.2453 -1310.2681 41.1677	1.881 4.856 85.721
weapon_ttt_m16	-793.9459 -1135.4397 36.3398	2.334 -3.357 86.187
weapon_ttt_m16	-56.8389 -542.7123 -122.8265	2.194 -2.685 84.409
weapon_ttt_m16	336.6468 -647.8787 95.0234	2.094 -8.364 84.486
weapon_zm_molotov	13.7168 -1229.7050 48.0801	0.411 0.002 0.214
weapon_zm_molotov	-0.0695 -1233.8357 48.1864	2.780 -0.151 -3.654
weapon_zm_molotov	-21.6627 -1234.1160 48.1156	2.707 -0.028 -2.500
weapon_zm_molotov	-26.9688 -1224.3214 48.0780	0.406 0.002 0.229
weapon_zm_molotov	-16.0979 -1213.0115 48.0693	0.396 0.002 0.281
weapon_zm_sledge	75.2118 -971.6736 44.4299	18.595 0.299 2.843
weapon_zm_sledge	652.5827 1143.0262 40.0173	12.157 -2.587 2.384
weapon_zm_sledge	674.9642 724.5675 68.4182	18.485 0.268 2.884
weapon_zm_sledge	840.4604 -1417.8699 44.4282	18.579 0.299 2.847
weapon_zm_sledge	510.7275 -1365.9554 44.2692	17.975 -1.476 2.979
weapon_zm_sledge	-221.2360 -1360.3306 44.4310	18.571 0.349 2.951
weapon_zm_sledge	-388.0754 -69.2747 -119.6038	18.467 -1.037 2.357
weapon_zm_sledge	-582.5553 -598.9207 -119.5781	18.518 0.311 2.881
weapon_zm_sledge	-30.7578 -390.9219 -120.3086	12.840 0.220 2.327
weapon_zm_sledge	-178.9468 115.7820 68.4247	18.543 0.266 2.872
weapon_zm_sledge	-396.7738 297.9659 68.4232	18.533 0.262 2.865
weapon_zm_sledge	578.3859 -789.8779 87.7046	18.067 4.888 1.485
item_box_buckshot_ttt	-811.8664 901.6971 36.0069	-1.528 0.241 0.746
item_box_buckshot_ttt	-788.7309 865.2256 36.4084	0.055 0.003 0.044
item_box_buckshot_ttt	-2.9999 1207.2378 45.0241	0.240 -0.005 -0.127
item_box_buckshot_ttt	20.7858 1208.9230 45.0980	-0.512 0.008 0.433
item_box_buckshot_ttt	-2.2861 1264.0795 45.0153	0.748 -0.003 -0.539
item_box_buckshot_ttt	5.2625 1170.1604 45.0552	-0.857 0.005 0.727
item_box_buckshot_ttt	526.6467 146.5321 100.4256	-0.676 -0.006 0.600
item_box_buckshot_ttt	526.4703 183.0248 100.3505	0.834 0.002 -0.668
item_box_buckshot_ttt	974.9832 -562.0792 36.2260	1.103 0.162 -0.556
item_box_buckshot_ttt	968.5804 -629.1359 36.3372	-0.723 0.140 0.088
item_box_buckshot_ttt	817.1472 -1321.0085 40.3504	0.830 0.002 -0.664
item_box_buckshot_ttt	844.4097 -1327.0571 40.3969	-0.937 -0.003 0.830
item_box_buckshot_ttt	710.3751 -1376.0994 40.3850	-0.943 -0.009 0.847
item_box_buckshot_ttt	720.2099 -1328.1801 40.3700	0.775 0.008 -0.534
item_box_buckshot_ttt	611.8394 -1332.2393 40.3505	0.838 0.002 -0.671
item_box_buckshot_ttt	589.5298 -1336.9159 40.4265	-0.718 -0.001 0.562
item_box_buckshot_ttt	-598.7437 -48.0274 -123.6196	-0.067 0.002 0.142
item_box_buckshot_ttt	-597.7114 -97.8612 -123.5947	-0.844 -0.007 0.750
item_box_buckshot_ttt	-427.5505 -551.9582 -123.5742	-0.682 -0.007 0.606
item_box_buckshot_ttt	-425.5064 -576.3270 -123.5418	-0.427 -0.006 0.379
item_box_buckshot_ttt	-372.0073 -581.8787 -123.6589	0.529 0.003 -0.419
item_box_buckshot_ttt	-358.6895 -605.3470 -123.6495	0.838 0.002 -0.671
item_box_buckshot_ttt	185.1488 -415.5833 -123.6090	-0.979 0.004 0.869
item_box_buckshot_ttt	184.6779 -375.1823 -123.5747	-0.683 -0.006 0.608
item_box_buckshot_ttt	-529.9584 741.5399 104.3561	0.342 0.004 -0.203
item_box_buckshot_ttt	-549.6765 720.5316 104.3929	0.776 -0.002 0.676
item_box_buckshot_ttt	-594.1270 717.7233 104.3612	-0.285 0.002 0.307
item_box_buckshot_ttt	-614.1299 746.2031 104.3941	-0.806 -0.011 0.658
item_box_buckshot_ttt	-4.8452 755.4924 64.3756	0.668 -0.001 -0.454
item_box_buckshot_ttt	8.8200 759.4340 64.4281	-0.662 -0.006 0.589
item_box_buckshot_ttt	26.8469 758.4086 64.3850	-0.969 -0.010 0.869
item_box_buckshot_ttt	44.3243 760.3977 64.4194	0.840 -0.002 0.691
item_box_buckshot_ttt	166.9695 653.5080 89.2260	-0.757 -0.006 0.820
item_box_buckshot_ttt	176.9488 623.9133 89.1782	-0.845 -0.006 0.705
item_box_buckshot_ttt	199.8432 607.9209 89.1401	0.508 0.019 -0.336
item_box_buckshot_ttt	561.8942 -209.0756 101.0240	0.028 0.041 0.102
item_box_buckshot_ttt	560.2675 -247.3593 101.0994	-0.123 0.531 -0.248
item_box_buckshot_ttt	673.8830 -689.5517 96.3861	-0.768 0.003 -0.556
item_box_buckshot_ttt	659.8899 -691.5447 96.4004	0.601 -0.001 0.552
item_box_buckshot_ttt	304.4803 33.7488 64.3442	0.617 0.003 -0.490
item_box_buckshot_ttt	329.9538 30.7925 64.3824	-0.409 0.000 0.417
item_box_buckshot_ttt	910.9851 914.0281 36.3996	2.277 0.034 -0.052
item_box_buckshot_ttt	840.1493 887.8623 35.9705	3.480 -0.150 0.413
weapon_zm_mac10	-432.6520 -706.3392 81.8717	0.428 -23.235 87.564
weapon_zm_mac10	-572.5811 -778.6277 84.5721	-0.014 -43.364 -88.359
weapon_zm_mac10	-28.3515 1273.2939 45.9347	-0.096 -35.712 -88.711
weapon_zm_mac10	28.3741 1276.7330 45.8693	-0.125 -41.827 -88.209
weapon_zm_mac10	838.8213 -1355.3123 41.2573	-0.210 -37.647 -88.546
weapon_zm_mac10	749.1899 -1334.2531 41.2515	-0.306 -37.697 -88.552
weapon_zm_mac10	-321.4715 -100.9313 -122.8176	-0.654 -38.129 -88.345
weapon_zm_mac10	-429.4111 -35.9888 -122.7342	-0.072 -37.568 -88.537
weapon_zm_mac10	-339.1535 516.4543 65.2353	-0.118 -34.459 -88.321
weapon_zm_mac10	-163.2566 808.0582 65.2179	-0.126 -34.447 -88.188
weapon_zm_mac10	518.1683 -227.0224 101.8656	-0.129 -44.403 -88.565
weapon_zm_mac10	708.7777 -539.3294 65.2711	-0.103 -44.428 -88.720
weapon_zm_mac10	-551.4325 -721.6223 205.2465	-0.387 -37.736 -88.557
weapon_zm_mac10	-490.3685 -741.0097 205.2688	-0.024 -37.538 -88.534
weapon_zm_mac10	-609.1651 -764.9089 205.2611	-0.155 -37.857 -88.546
item_ammo_357_ttt	-429.4013 -28.7071 95.3965	0.456 0.057 0.036
item_ammo_357_ttt	-434.6050 1.6785 95.3587	0.448 0.065 0.051
item_ammo_357_ttt	580.3090 179.0466 100.3351	0.464 0.067 0.049
item_ammo_357_ttt	592.6789 137.1970 100.3625	0.467 0.060 0.039
item_ammo_357_ttt	648.2435 -1442.5525 40.3283	0.449 0.068 0.057
item_ammo_357_ttt	664.8495 -1448.0928 40.3715	0.458 0.057 0.039
item_ammo_357_ttt	-703.7847 -108.2882 -123.6575	0.452 0.062 0.051
item_ammo_357_ttt	-693.3209 -153.6667 -123.6876	0.446 0.073 0.063
item_ammo_357_ttt	-75.3695 254.3674 64.3758	0.459 0.055 0.038
item_ammo_357_ttt	-61.3824 218.6789 64.3536	0.454 0.059 0.047
item_ammo_357_ttt	729.1584 -212.7838 81.3877	0.440 0.067 0.031
item_ammo_357_ttt	724.5027 -243.3145 81.3964	0.443 0.065 0.029
item_ammo_357_ttt	91.9489 -716.7929 204.4022	-0.650 14.783 -0.157
item_ammo_357_ttt	86.3765 -691.1161 204.3366	0.451 0.065 0.053
item_ammo_revolver_ttt	-493.6049 -10.2281 95.3775	0.452 0.060 0.044
item_ammo_revolver_ttt	-468.1694 -20.3916 95.3979	0.457 0.057 0.036
item_ammo_revolver_ttt	-40.4286 1187.0990 45.0156	0.453 0.056 0.040
item_ammo_revolver_ttt	-21.9986 1192.9902 45.0156	0.453 0.056 0.040
item_ammo_revolver_ttt	37.8778 1184.6547 45.0314	0.457 0.053 0.034
item_ammo_revolver_ttt	51.1455 1184.7313 44.9873	0.446 0.062 0.051
item_ammo_revolver_ttt	45.9949 1219.0624 45.0231	0.455 0.055 0.037
item_ammo_revolver_ttt	57.6845 1217.7231 44.9611	0.440 0.070 0.061
item_ammo_revolver_ttt	-53.1502 1217.7545 45.0186	0.454 0.055 0.039
item_ammo_revolver_ttt	-41.0806 1220.4534 45.0383	1.793 0.493 -0.043
item_ammo_revolver_ttt	760.7019 743.6517 64.3307	0.688 0.051 0.128
item_ammo_revolver_ttt	760.6794 731.6837 64.3552	0.625 -0.153 0.084
item_ammo_revolver_ttt	760.6276 721.2128 64.4008	0.505 0.094 0.015
item_ammo_revolver_ttt	760.5540 709.6021 64.4418	0.589 -0.538 0.002
item_ammo_revolver_ttt	760.7001 697.1089 64.3273	0.558 -0.011 0.011
item_ammo_revolver_ttt	760.6582 683.4244 64.3605	0.861 -0.039 0.010
item_ammo_revolver_ttt	760.6595 668.1122 64.3665	0.823 -0.025 0.027
item_ammo_revolver_ttt	760.6718 652.9301 64.4517	0.187 0.380 -0.053
item_ammo_revolver_ttt	576.7227 658.4461 64.3684	0.457 0.056 0.041
item_ammo_revolver_ttt	579.7365 674.3124 64.3325	0.450 0.063 0.056
item_ammo_revolver_ttt	580.2924 691.2492 64.3653	0.456 0.057 0.042
item_ammo_revolver_ttt	578.1645 711.9260 64.3463	0.453 0.061 0.050
item_ammo_revolver_ttt	578.0857 734.5098 64.3147	0.446 0.071 0.063
item_ammo_revolver_ttt	584.2319 744.9874 64.4384	1.049 -0.388 -0.855
item_ammo_revolver_ttt	584.4225 719.2811 64.4163	1.566 0.729 -0.012
item_ammo_revolver_ttt	586.4605 699.5527 64.4398	1.167 -0.281 -0.918
item_ammo_revolver_ttt	662.8187 -1378.6165 40.3194	0.448 0.073 0.060
item_ammo_revolver_ttt	662.7505 -1348.7273 40.3880	0.988 0.533 -0.033
item_ammo_revolver_ttt	652.8167 -1358.8815 40.3148	0.447 0.073 0.062
item_ammo_revolver_ttt	639.7350 -1335.9392 40.3621	0.456 0.058 0.043
item_ammo_revolver_ttt	-447.2204 5.1090 -123.6556	0.453 0.062 0.050
item_ammo_revolver_ttt	-429.1822 10.2240 -123.6675	0.450 0.064 0.055
item_ammo_revolver_ttt	-415.8607 7.9897 -123.6300	0.458 0.057 0.040
item_ammo_revolver_ttt	-398.8782 9.2935 -123.5954	0.465 0.054 0.026
item_ammo_revolver_ttt	-384.9249 17.3691 -123.5944	0.465 0.054 0.026
item_ammo_revolver_ttt	-370.7484 13.7536 -123.6556	0.453 0.062 0.050
item_ammo_revolver_ttt	-120.4593 -354.6461 100.8478	0.423 0.075 0.054
item_ammo_revolver_ttt	-105.8423 -360.0715 100.8663	0.429 0.064 0.048
item_ammo_revolver_ttt	117.1175 -348.2818 100.8601	0.427 -0.069 -0.050
item_ammo_revolver_ttt	118.9523 -361.6792 100.9427	0.455 -0.050 -0.022
item_ammo_revolver_ttt	163.3558 -657.0568 94.2346	0.443 0.054 0.036
item_ammo_revolver_ttt	164.8343 -672.6191 94.2262	0.440 0.056 0.038
item_ammo_revolver_ttt	165.8108 -685.3799 94.2280	0.441 0.056 0.038
item_ammo_revolver_ttt	168.2728 -699.6904 94.2330	0.442 0.054 0.036
item_ammo_revolver_ttt	-495.8949 -5030.2124 -113247.1563	38.551 5.648 -145.602
item_ammo_revolver_ttt	-813.5245 -247.5269 35.7126	-1.589 -1.754 0.031
item_ammo_revolver_ttt	-822.5199 -247.5678 36.0737	4.586 0.392 0.358
item_ammo_revolver_ttt	-833.5908 -249.7592 36.5162	0.728 5.146 0.321
item_ammo_revolver_ttt	-847.9330 -250.3276 36.2009	-0.517 5.336 0.282
item_ammo_revolver_ttt	-941.9892 -249.6165 36.0018	1.905 -0.122 -0.370
item_ammo_revolver_ttt	-958.2146 -249.8450 35.8430	2.163 -0.109 0.067
item_ammo_revolver_ttt	-970.0175 -249.5794 35.9641	2.906 0.393 -0.173
item_ammo_revolver_ttt	-983.8138 -249.6670 35.7622	-4.575 0.083 -1.268
item_ammo_revolver_ttt	930.5274 -1046.2142 35.7027	1.316 -0.088 0.461
item_ammo_revolver_ttt	896.7747 -1042.7555 35.7087	-1.449 0.050 0.888
item_ammo_revolver_ttt	912.1006 -1009.7187 35.7561	-0.304 -0.199 -2.220
item_ammo_revolver_ttt	895.9876 -1020.2358 35.8039	-1.445 -0.035 -0.828
ttt_playerspawn	-912.3933 -1219.6302 36.7315	0.658 0.686 0.469
ttt_playerspawn	128.0783 -1136.3967 35.4388	0.274 -0.030 -0.675
ttt_playerspawn	301.9508 -1480.0029 36.3070	-0.200 0.211 2.845
ttt_playerspawn	-427.6310 -1405.0834 35.7991	-0.522 0.039 -0.510
ttt_playerspawn	-881.8851 -578.9460 36.8849	-2.816 -0.847 0.543
ttt_playerspawn	-905.5473 415.3248 36.6452	-0.869 -0.423 0.462
ttt_playerspawn	-304.1420 1009.3026 35.3110	0.795 1.761 0.352
ttt_playerspawn	-16.3519 550.5441 64.4335	-0.023 -0.000 0.023
ttt_playerspawn	626.8331 595.6697 64.4435	-0.023 -0.000 0.023
ttt_playerspawn	582.0055 54.2680 64.3766	-0.042 -0.000 0.042
ttt_playerspawn	643.3952 -147.3707 64.4059	-0.032 -0.000 0.032
ttt_playerspawn	-26.5632 -261.4167 64.4138	-0.034 -0.000 0.034
ttt_playerspawn	-1.0500 -507.8239 64.4001	-0.034 -0.000 0.034
ttt_playerspawn	-543.0116 -999.2817 36.0828	1.493 0.158 0.275
ttt_playerspawn	52.3047 -484.1862 -123.5146	-0.262 0.001 -0.244
ttt_playerspawn	-494.1231 -88.8817 -123.5902	-0.036 -0.000 0.036
ttt_playerspawn	300.4467 1207.0913 37.1491	2.022 0.855 -0.421
ttt_playerspawn	928.9044 745.7351 35.8246	-1.680 -0.116 0.177
ttt_playerspawn	450.6279 -438.8323 64.4012	-0.039 -0.000 0.039
ttt_playerspawn	-199.4697 24.7798 64.3997	-0.040 -0.000 0.040
ttt_playerspawn	-315.0725 605.2693 64.3919	-0.043 -0.000 0.043
ttt_playerspawn	-609.9993 -298.6332 64.4312	-0.027 -0.000 0.027
ttt_playerspawn	-522.2708 -126.6685 64.3802	-0.041 -0.000 0.041
ttt_playerspawn	-553.0030 588.8779 64.3820	-0.040 -0.000 0.040
ttt_playerspawn	335.4987 532.5361 64.4291	-0.028 -0.000 0.028
ttt_playerspawn	584.8051 381.7182 64.4176	-0.033 -0.000 0.033
ttt_playerspawn	274.9117 -316.4081 64.4312	-0.027 -0.000 0.027
ttt_playerspawn	495.6719 -643.7447 64.4141	-0.029 -0.000 0.029
weapon_zm_rifle	-442.4607 -13.2138 96.4057	3.308 11.786 65.526
weapon_zm_rifle	572.3516 163.5377 101.3618	3.324 11.525 65.130
weapon_zm_rifle	639.2036 -1407.6365 41.3313	3.260 8.036 64.803
weapon_zm_rifle	-702.0836 -131.9844 -122.6576	3.270 13.165 64.897
weapon_zm_rifle	-69.6634 239.6085 65.3808	3.261 13.429 65.428
weapon_zm_rifle	707.8696 -226.4017 80.9317	-16.756 -13.755 -84.026
weapon_zm_rifle	99.2429 -705.9394 205.3264	3.129 -0.368 64.885
weapon_ttt_confgrenade	28.9512 -1217.0414 47.0368	-0.351 -0.232 0.935
weapon_ttt_confgrenade	20.8992 -1201.6794 47.0851	-0.241 -0.257 0.641
weapon_ttt_confgrenade	-2.9718 -1199.4415 47.1251	-0.148 0.263 -0.395
weapon_ttt_confgrenade	-23.7725 -1203.1066 47.0496	-0.319 0.245 -0.854
weapon_ttt_confgrenade	-5.9382 -1186.4828 47.0316	-0.361 0.224 -0.964
